timestamp,port_id,latitude,longitude,wind_speed,wave_height,wave_period,precipitation,pressure,storm_flag,cyclone_flag
2025-10-22,DHA,20.7833,86.9167,21.4,1.77,10.6,8.1,1005.9,0,0
2025-10-29,DHA,20.7833,86.9167,12.6,1.2,9.9,1.9,1010.8,0,0
2020-01-01,GAN,17.6167,83.2333,14.7,1.0,9.6,8.1,1012.4,0,0
2020-01-08,GAN,17.6167,83.2333,17.5,1.23,10.1,0,1006.7,0,0
2020-01-15,GAN,17.6167,83.2333,7.3,2.08,8.1,0,1009.8,0,0
2020-01-22,GAN,17.6167,83.2333,19.4,0.94,10.9,8.2,1011.8,0,0
2020-01-29,GAN,17.6167,83.2333,17.9,1.59,5.6,0,1014.0,0,0
2020-02-05,GAN,17.6167,83.2333,20.4,1.66,5.1,2.2,1015.8,0,0
2020-02-12,GAN,17.6167,83.2333,17.3,1.37,6.0,17.5,1008.6,0,0
2020-02-19,GAN,17.6167,83.2333,14.2,1.12,5.8,21.2,1010.6,0,0
2020-02-26,GAN,17.6167,83.2333,17.6,1.58,8.3,5.8,1009.3,0,0
2020-03-04,GAN,17.6167,83.2333,11.0,1.98,9.6,3.5,1011.3,0,0
2020-03-11,GAN,17.6167,83.2333,18.3,1.62,6.9,13.6,1009.6,0,0
2020-03-18,GAN,17.6167,83.2333,15.3,1.69,5.7,6.7,1009.2,0,0
2020-03-25,GAN,17.6167,83.2333,20.7,1.92,6.1,4.9,1018.7,0,0
2020-04-01,GAN,17.6167,83.2333,19.8,1.82,9.3,11.9,1012.6,0,0
2020-04-08,GAN,17.6167,83.2333,12.5,1.24,7.5,8.1,1016.6,0,0
2020-04-15,GAN,17.6167,83.2333,16.4,2.21,7.3,3.0,1006.3,0,0
2020-04-22,GAN,17.6167,83.2333,14.7,2.05,10.0,5.3,1006.1,0,0
2020-04-29,GAN,17.6167,83.2333,14.4,1.54,9.7,8.7,1016.1,0,0
2020-05-06,GAN,17.6167,83.2333,14.2,1.65,8.5,14.2,1013.3,0,0
2020-05-13,GAN,17.6167,83.2333,19.0,0.95,10.6,2.1,1012.7,0,0
2020-05-20,GAN,17.6167,83.2333,14.2,0.77,9.2,11.4,1016.6,0,0
2020-05-27,GAN,17.6167,83.2333,16.9,0.88,5.1,2.8,1009.7,0,0
2020-06-03,GAN,17.6167,83.2333,25.6,2.05,8.0,91.4,1002.8,0,0
2020-06-10,GAN,17.6167,83.2333,28.0,2.41,10.2,45.3,997.0,0,0
2020-06-17,GAN,17.6167,83.2333,25.7,2.9,9.7,68.1,1005.2,0,0
2020-06-24,GAN,17.6167,83.2333,27.6,2.56,9.5,26.3,1003.3,0,0
2020-07-01,GAN,17.6167,83.2333,21.8,2.42,10.9,43.6,1005.2,0,0
2020-07-08,GAN,17.6167,83.2333,27.9,2.22,9.7,66.1,1006.3,0,0
2020-07-15,GAN,17.6167,83.2333,31.9,2.68,6.3,92.9,1004.9,0,0
2020-07-22,GAN,17.6167,83.2333,28.2,1.92,5.7,35.4,998.1,0,0
2020-07-29,GAN,17.6167,83.2333,50.6,4.15,5.5,89.7,999.5,1,0
2020-08-05,GAN,17.6167,83.2333,27.6,2.47,6.3,66.5,1009.0,0,0
2020-08-12,GAN,17.6167,83.2333,22.7,2.25,8.0,30.0,1007.2,0,0
2020-08-19,GAN,17.6167,83.2333,23.4,2.85,7.8,64.3,1000.7,0,0
2020-08-26,GAN,17.6167,83.2333,26.4,3.31,6.1,77.1,1007.3,0,0
2020-09-02,GAN,17.6167,83.2333,20.6,2.28,6.6,59.2,998.8,0,0
2020-09-09,GAN,17.6167,83.2333,25.7,3.32,9.7,65.0,1004.2,0,0
2020-09-16,GAN,17.6167,83.2333,29.1,2.26,6.5,57.0,1004.6,0,0
2020-09-23,GAN,17.6167,83.2333,24.9,1.86,8.2,50.6,1000.7,0,0
2020-09-30,GAN,17.6167,83.2333,26.6,2.51,6.7,20.5,1006.5,0,0
2020-10-07,GAN,17.6167,83.2333,16.5,1.17,10.7,0,1008.6,0,0
2020-10-14,GAN,17.6167,83.2333,63.6,3.73,10.4,0,997.9,0,1
2020-10-21,GAN,17.6167,83.2333,14.3,1.7,7.8,9.7,1011.8,0,0
2020-10-28,GAN,17.6167,83.2333,14.1,1.11,9.6,3.5,1019.0,0,0
2020-11-04,GAN,17.6167,83.2333,12.5,0.59,7.6,6.6,1015.8,0,0
2020-11-11,GAN,17.6167,83.2333,9.3,1.68,8.9,0,1011.2,0,0
2020-11-18,GAN,17.6167,83.2333,9.8,0.6,7.3,20.1,1018.1,0,0
2020-11-25,GAN,17.6167,83.2333,11.2,1.71,6.1,15.8,1020.4,0,0
2020-12-02,GAN,17.6167,83.2333,52.9,4.34,7.1,20.0,980.9,0,1
2020-12-09,GAN,17.6167,83.2333,14.9,1.36,5.4,14.8,1015.4,0,0
2020-12-16,GAN,17.6167,83.2333,14.7,1.52,8.4,0,1013.3,0,0
2020-12-23,GAN,17.6167,83.2333,5.4,1.51,8.5,2.8,1011.0,0,0
2020-12-30,GAN,17.6167,83.2333,19.9,1.05,6.9,8.5,1014.3,0,0
2021-01-06,GAN,17.6167,83.2333,19.8,1.53,8.5,0,1009.3,0,0
2021-01-13,GAN,17.6167,83.2333,17.9,0.73,9.3,12.1,1012.8,0,0
2021-01-20,GAN,17.6167,83.2333,18.0,1.84,6.6,7.0,1005.8,0,0
2021-01-27,GAN,17.6167,83.2333,12.1,1.0,5.5,15.8,1008.5,0,0
2021-02-03,GAN,17.6167,83.2333,13.7,1.7,9.8,1.9,1010.9,0,0
2021-02-10,GAN,17.6167,83.2333,21.8,1.71,10.8,7.6,1018.0,0,0
2021-02-17,GAN,17.6167,83.2333,18.6,1.8,9.6,0.8,1009.9,0,0
2021-02-24,GAN,17.6167,83.2333,15.4,2.39,6.2,6.7,1010.9,0,0
2021-03-03,GAN,17.6167,83.2333,31.5,2.06,10.9,9.8,1014.8,1,0
2021-03-10,GAN,17.6167,83.2333,14.1,1.15,10.4,6.1,1015.7,0,0
2021-03-17,GAN,17.6167,83.2333,15.4,1.29,6.7,7.4,1017.7,0,0
2021-03-24,GAN,17.6167,83.2333,17.8,0.92,10.7,9.6,1018.6,0,0
2021-03-31,GAN,17.6167,83.2333,10.4,1.66,10.9,15.6,1018.8,0,0
2021-04-07,GAN,17.6167,83.2333,7.3,1.01,8.4,17.7,1016.5,0,0
2021-04-14,GAN,17.6167,83.2333,13.1,0.88,10.8,12.1,1011.2,0,0
2021-04-21,GAN,17.6167,83.2333,14.3,1.72,10.7,10.0,1013.8,0,0
2021-04-28,GAN,17.6167,83.2333,17.0,1.92,9.6,9.3,1014.8,0,0
2021-05-05,GAN,17.6167,83.2333,12.7,1.48,6.7,1.3,1019.0,0,0
2021-05-12,GAN,17.6167,83.2333,17.7,1.49,7.1,5.0,1014.9,0,0
2021-05-19,GAN,17.6167,83.2333,13.3,1.04,8.0,4.6,1012.0,0,0
2021-05-26,GAN,17.6167,83.2333,15.0,1.69,7.2,4.5,1016.2,0,0
2021-06-02,GAN,17.6167,83.2333,20.6,2.54,10.6,64.3,1001.4,0,0
2021-06-09,GAN,17.6167,83.2333,28.6,2.85,10.1,65.9,1006.3,0,0
2021-06-16,GAN,17.6167,83.2333,28.6,2.14,7.4,72.3,1010.3,0,0
2021-06-23,GAN,17.6167,83.2333,28.5,2.05,7.2,79.9,1000.1,0,0
2021-06-30,GAN,17.6167,83.2333,28.1,2.28,6.7,58.6,1007.5,0,0
2021-07-07,GAN,17.6167,83.2333,28.7,2.38,5.1,31.9,1006.2,0,0
2021-07-14,GAN,17.6167,83.2333,21.5,2.46,5.0,91.1,1010.4,0,0
2021-07-21,GAN,17.6167,83.2333,22.3,2.81,10.3,49.4,1005.3,0,0
2021-07-28,GAN,17.6167,83.2333,24.6,2.94,8.1,100.6,1010.3,0,0
2021-08-04,GAN,17.6167,83.2333,26.9,2.21,10.1,87.1,999.5,0,0
2021-08-11,GAN,17.6167,83.2333,28.1,2.61,5.9,86.4,1004.9,0,0
2021-08-18,GAN,17.6167,83.2333,27.3,2.45,7.7,98.6,1007.3,0,0
2021-08-25,GAN,17.6167,83.2333,24.7,1.8,5.9,57.8,1004.7,0,0
2021-09-01,GAN,17.6167,83.2333,27.4,2.22,7.2,64.7,1008.2,0,0
2021-09-08,GAN,17.6167,83.2333,26.4,2.87,9.7,38.1,1007.9,0,0
2021-09-15,GAN,17.6167,83.2333,30.4,2.22,10.4,74.2,1002.2,0,0
2021-09-22,GAN,17.6167,83.2333,20.8,2.29,10.3,45.4,1014.2,0,0
2021-09-29,GAN,17.6167,83.2333,24.1,2.42,8.9,28.8,1012.6,0,0
2021-10-06,GAN,17.6167,83.2333,13.4,1.56,9.0,13.1,1017.1,0,0
2021-10-13,GAN,17.6167,83.2333,14.2,1.52,10.4,11.5,1018.8,0,0
2021-10-20,GAN,17.6167,83.2333,7.6,1.47,5.1,7.7,1008.6,0,0
2021-10-27,GAN,17.6167,83.2333,6.9,1.11,8.3,17.0,1020.0,0,0
2021-11-03,GAN,17.6167,83.2333,13.9,1.65,6.8,11.7,1011.8,0,0
2021-11-10,GAN,17.6167,83.2333,18.0,1.46,6.8,11.0,1010.6,0,0
2021-11-17,GAN,17.6167,83.2333,19.1,1.17,8.2,9.7,1008.3,0,0
2021-11-24,GAN,17.6167,83.2333,16.6,1.51,6.9,0,1018.2,0,0
2021-12-01,GAN,17.6167,83.2333,17.9,1.46,6.6,3.8,1017.9,0,0
2021-12-08,GAN,17.6167,83.2333,15.6,1.1,8.7,4.5,1003.9,0,0
2021-12-15,GAN,17.6167,83.2333,51.1,5.21,7.3,16.1,989.6,0,1
2021-12-22,GAN,17.6167,83.2333,17.1,1.61,6.4,6.1,1011.5,0,0
2021-12-29,GAN,17.6167,83.2333,21.6,1.32,8.2,17.3,1013.1,0,0
2022-01-05,GAN,17.6167,83.2333,18.2,1.85,6.5,14.6,1011.1,0,0
2022-01-12,GAN,17.6167,83.2333,15.6,1.62,5.2,4.6,1013.7,0,0
2022-01-19,GAN,17.6167,83.2333,17.1,1.12,6.0,11.1,1012.3,0,0
2022-01-26,GAN,17.6167,83.2333,12.1,1.16,6.0,14.2,1013.7,0,0
2022-02-02,GAN,17.6167,83.2333,20.0,1.23,7.3,4.0,1013.4,0,0
2022-02-09,GAN,17.6167,83.2333,12.3,1.43,5.1,4.3,1017.7,0,0
2022-02-16,GAN,17.6167,83.2333,18.9,1.58,6.2,12.4,1014.2,0,0
2022-02-23,GAN,17.6167,83.2333,19.0,1.59,11.0,11.7,1011.7,0,0
2022-03-02,GAN,17.6167,83.2333,39.7,2.98,6.9,19.1,1011.7,1,0
2022-03-09,GAN,17.6167,83.2333,12.4,1.52,8.6,11.3,1018.7,0,0
2022-03-16,GAN,17.6167,83.2333,14.0,1.7,5.8,7.1,1012.0,0,0
2022-03-23,GAN,17.6167,83.2333,16.9,1.71,8.1,4.2,1009.4,0,0
2022-03-30,GAN,17.6167,83.2333,30.4,3.11,5.6,10.0,1018.0,1,0
2022-04-06,GAN,17.6167,83.2333,15.5,1.35,7.0,17.1,1013.1,0,0
2022-04-13,GAN,17.6167,83.2333,14.2,1.31,5.3,9.4,1021.6,0,0
2022-04-20,GAN,17.6167,83.2333,11.5,1.91,9.1,12.3,1009.9,0,0
2022-04-27,GAN,17.6167,83.2333,15.3,2.1,5.9,12.7,1014.5,0,0
2022-05-04,GAN,17.6167,83.2333,15.6,1.26,5.5,4.2,1016.1,0,0
2022-05-11,GAN,17.6167,83.2333,16.0,1.39,9.1,11.3,1018.0,0,0
2022-05-18,GAN,17.6167,83.2333,15.5,1.53,8.0,6.3,1012.6,0,0
2022-05-25,GAN,17.6167,83.2333,16.8,1.38,8.0,10.3,1007.9,0,0
2022-06-01,GAN,17.6167,83.2333,28.4,2.14,6.2,69.1,1001.3,0,0
2022-06-08,GAN,17.6167,83.2333,26.8,1.64,5.5,75.8,1007.3,0,0
2022-06-15,GAN,17.6167,83.2333,22.3,2.21,5.8,32.0,1003.9,0,0
2022-06-22,GAN,17.6167,83.2333,43.9,3.1,7.7,106.0,1008.2,1,0
2022-06-29,GAN,17.6167,83.2333,28.7,2.18,6.0,18.7,998.4,0,0
2022-07-06,GAN,17.6167,83.2333,25.0,2.12,10.9,59.7,1004.1,0,0
2022-07-13,GAN,17.6167,83.2333,29.1,2.13,7.9,29.2,1004.1,0,0
2022-07-20,GAN,17.6167,83.2333,20.0,2.71,7.3,83.2,1004.1,0,0
2022-07-27,GAN,17.6167,83.2333,25.0,2.31,5.2,101.5,999.5,0,0
2022-08-03,GAN,17.6167,83.2333,18.4,2.67,6.9,37.1,1014.4,0,0
2022-08-10,GAN,17.6167,83.2333,24.7,1.69,5.7,76.8,1004.2,0,0
2022-08-17,GAN,17.6167,83.2333,29.0,1.95,8.1,81.7,1004.8,0,0
2022-08-24,GAN,17.6167,83.2333,30.5,2.58,10.2,65.4,1015.6,0,0
2022-08-31,GAN,17.6167,83.2333,25.8,2.27,5.2,73.0,1001.6,0,0
2022-09-07,GAN,17.6167,83.2333,51.8,3.6,9.9,64.0,1000.7,1,0
2022-09-14,GAN,17.6167,83.2333,25.8,3.17,7.3,24.9,1008.1,0,0
2022-09-21,GAN,17.6167,83.2333,29.7,2.24,5.5,63.9,999.3,0,0
2022-09-28,GAN,17.6167,83.2333,25.4,2.37,6.9,79.2,1003.6,0,0
2022-10-05,GAN,17.6167,83.2333,11.9,1.89,6.1,2.4,1018.8,0,0
2022-10-12,GAN,17.6167,83.2333,22.7,1.14,10.5,0,1012.4,0,0
2022-10-19,GAN,17.6167,83.2333,14.2,1.84,7.1,14.5,1016.2,0,0
2022-10-26,GAN,17.6167,83.2333,17.4,1.11,10.0,5.7,1011.3,0,0
2022-11-02,GAN,17.6167,83.2333,13.6,1.23,10.0,0,1013.5,0,0
2022-11-09,GAN,17.6167,83.2333,11.9,1.19,7.4,5.6,1011.3,0,0
2022-11-16,GAN,17.6167,83.2333,21.4,1.45,8.0,14.1,1016.1,0,0
2022-11-23,GAN,17.6167,83.2333,7.5,1.59,8.8,17.3,1011.6,0,0
2022-11-30,GAN,17.6167,83.2333,11.4,1.32,5.2,0,1012.8,0,0
2022-12-07,GAN,17.6167,83.2333,15.6,1.56,8.8,4.9,1007.1,0,0
2022-12-14,GAN,17.6167,83.2333,70.9,5.13,10.7,0.0,981.4,0,1
2022-12-21,GAN,17.6167,83.2333,15.3,0.6,9.4,5.4,1013.1,0,0
2022-12-28,GAN,17.6167,83.2333,21.0,0.94,6.8,7.8,1013.7,0,0
2023-01-04,GAN,17.6167,83.2333,17.6,0.89,7.1,5.3,1010.0,0,0
2023-01-11,GAN,17.6167,83.2333,11.6,1.25,10.0,3.8,1015.1,0,0
2023-01-18,GAN,17.6167,83.2333,16.7,1.16,6.4,11.1,1018.7,0,0
2023-01-25,GAN,17.6167,83.2333,20.4,2.05,9.3,1.5,1001.7,0,0
2023-02-01,GAN,17.6167,83.2333,13.2,1.72,5.8,7.9,1011.6,0,0
2023-02-08,GAN,17.6167,83.2333,8.8,1.37,6.2,15.5,1007.6,0,0
2023-02-15,GAN,17.6167,83.2333,23.2,1.44,8.0,4.7,1013.8,0,0
2023-02-22,GAN,17.6167,83.2333,11.9,1.67,7.4,8.7,1018.9,0,0
2023-03-01,GAN,17.6167,83.2333,20.4,0.99,10.1,5.4,1015.9,0,0
2023-03-08,GAN,17.6167,83.2333,15.4,1.92,6.0,5.4,1015.7,0,0
2023-03-15,GAN,17.6167,83.2333,5.7,1.17,5.9,13.3,1012.4,0,0
2023-03-22,GAN,17.6167,83.2333,17.1,1.53,9.0,12.3,1016.8,0,0
2023-03-29,GAN,17.6167,83.2333,13.3,1.4,10.7,13.8,1001.5,0,0
2023-04-05,GAN,17.6167,83.2333,15.0,1.31,5.8,6.9,1009.1,0,0
2023-04-12,GAN,17.6167,83.2333,19.1,1.49,9.0,13.0,1010.9,0,0
2023-04-19,GAN,17.6167,83.2333,14.7,1.46,7.1,17.7,1016.2,0,0
2023-04-26,GAN,17.6167,83.2333,22.2,0.96,10.6,21.2,1011.0,0,0
2023-05-03,GAN,17.6167,83.2333,21.3,0.96,6.7,15.8,1010.7,0,0
2023-05-10,GAN,17.6167,83.2333,15.3,1.66,10.0,5.9,1016.8,0,0
2023-05-17,GAN,17.6167,83.2333,16.5,1.21,6.2,13.6,1020.3,0,0
2023-05-24,GAN,17.6167,83.2333,13.4,1.2,7.8,9.9,1010.1,0,0
2023-05-31,GAN,17.6167,83.2333,9.2,1.33,9.1,6.7,1011.6,0,0
2023-06-07,GAN,17.6167,83.2333,27.2,2.07,9.5,114.0,1000.2,0,0
2023-06-14,GAN,17.6167,83.2333,28.9,2.23,6.4,55.5,1007.9,0,0
2023-06-21,GAN,17.6167,83.2333,26.1,2.03,10.1,46.6,1002.1,0,0
2023-06-28,GAN,17.6167,83.2333,26.3,2.89,7.5,22.5,1007.1,0,0
2023-07-05,GAN,17.6167,83.2333,30.1,2.65,9.4,31.1,1008.3,0,0
2023-07-12,GAN,17.6167,83.2333,27.6,2.46,8.3,74.2,1010.0,0,0
2023-07-19,GAN,17.6167,83.2333,25.4,2.09,6.0,90.5,1011.9,0,0
2023-07-26,GAN,17.6167,83.2333,23.1,2.36,6.1,19.8,1006.8,0,0
2023-08-02,GAN,17.6167,83.2333,29.5,2.13,8.7,44.8,998.9,0,0
2023-08-09,GAN,17.6167,83.2333,22.9,2.94,10.8,47.4,1003.1,0,0
2023-08-16,GAN,17.6167,83.2333,29.5,1.37,9.1,57.5,996.8,0,0
2023-08-23,GAN,17.6167,83.2333,33.7,2.69,6.7,59.3,999.1,0,0
2023-08-30,GAN,17.6167,83.2333,27.4,2.82,6.8,74.5,1007.7,0,0
2023-09-06,GAN,17.6167,83.2333,25.1,2.65,9.9,54.2,1002.1,0,0
2023-09-13,GAN,17.6167,83.2333,21.7,2.04,5.4,47.6,1004.5,0,0
2023-09-20,GAN,17.6167,83.2333,27.4,2.95,9.9,73.0,1004.5,0,0
2023-09-27,GAN,17.6167,83.2333,29.2,1.56,9.6,42.4,1003.2,0,0
2023-10-04,GAN,17.6167,83.2333,13.8,1.3,9.0,4.1,1006.3,0,0
2023-10-11,GAN,17.6167,83.2333,18.8,1.7,9.9,26.7,1015.7,0,0
2023-10-18,GAN,17.6167,83.2333,21.8,1.14,6.1,16.7,1012.7,0,0
2023-10-25,GAN,17.6167,83.2333,16.0,1.95,6.1,8.2,1011.8,0,0
2023-11-01,GAN,17.6167,83.2333,17.1,0.97,8.7,12.5,1014.8,0,0
2023-11-08,GAN,17.6167,83.2333,19.9,1.5,9.2,10.6,1021.4,0,0
2023-11-15,GAN,17.6167,83.2333,17.8,0.6,10.3,7.8,1014.7,0,0
2023-11-22,GAN,17.6167,83.2333,11.1,2.1,5.2,5.5,1017.6,0,0
2023-11-29,GAN,17.6167,83.2333,17.5,1.22,9.1,13.7,1013.2,0,0
2023-12-06,GAN,17.6167,83.2333,10.6,1.94,7.2,12.9,1010.2,0,0
2023-12-13,GAN,17.6167,83.2333,22.4,0.89,5.0,12.8,1016.0,0,0
2023-12-20,GAN,17.6167,83.2333,20.5,1.43,7.0,9.6,1015.1,0,0
2023-12-27,GAN,17.6167,83.2333,13.2,1.53,10.9,0.7,1012.9,0,0
2024-01-03,GAN,17.6167,83.2333,11.2,0.98,10.7,11.7,1010.5,0,0
2024-01-10,GAN,17.6167,83.2333,15.2,0.25,5.6,8.3,1006.5,0,0
2024-01-17,GAN,17.6167,83.2333,19.8,1.23,10.4,0,1011.5,0,0
2024-01-24,GAN,17.6167,83.2333,13.2,0.81,7.1,3.2,1010.6,0,0
2024-01-31,GAN,17.6167,83.2333,12.7,1.84,6.6,0,1008.0,0,0
2024-02-07,GAN,17.6167,83.2333,17.5,0.93,6.0,22.1,1007.8,0,0
2024-02-14,GAN,17.6167,83.2333,14.7,0.31,5.0,17.6,1005.2,0,0
2024-02-21,GAN,17.6167,83.2333,8.5,1.37,9.7,15.1,1012.1,0,0
2024-02-28,GAN,17.6167,83.2333,13.3,1.53,6.7,7.7,1016.2,0,0
2024-03-06,GAN,17.6167,83.2333,8.5,1.37,6.1,0,1014.2,0,0
2024-03-13,GAN,17.6167,83.2333,14.5,1.25,8.7,23.2,1011.2,0,0
2024-03-20,GAN,17.6167,83.2333,21.6,0.8,5.9,4.6,1009.3,0,0
2024-03-27,GAN,17.6167,83.2333,18.5,0.95,8.1,9.5,1009.8,0,0
2024-04-03,GAN,17.6167,83.2333,11.9,1.52,8.4,5.6,1011.7,0,0
2024-04-10,GAN,17.6167,83.2333,22.4,0.89,8.7,16.8,1015.9,0,0
2024-04-17,GAN,17.6167,83.2333,18.9,1.42,5.3,5.3,1019.1,0,0
2024-04-24,GAN,17.6167,83.2333,14.9,2.22,5.9,15.5,1012.3,0,0
2024-05-01,GAN,17.6167,83.2333,15.3,1.42,8.2,14.3,1017.1,0,0
2024-05-08,GAN,17.6167,83.2333,12.8,2.03,7.8,6.5,1011.5,0,0
2024-05-15,GAN,17.6167,83.2333,19.5,1.27,7.1,1.0,1013.2,0,0
2024-05-22,GAN,17.6167,83.2333,14.4,1.4,9.9,12.2,1017.2,0,0
2024-05-29,GAN,17.6167,83.2333,18.3,1.18,9.6,3.1,1018.1,0,0
2024-06-05,GAN,17.6167,83.2333,19.2,2.32,7.5,50.2,1002.4,0,0
2024-06-12,GAN,17.6167,83.2333,18.3,2.23,5.6,59.4,1002.7,0,0
2024-06-19,GAN,17.6167,83.2333,31.2,2.52,8.1,52.1,1010.5,0,0
2024-06-26,GAN,17.6167,83.2333,24.4,2.28,5.8,103.9,999.2,0,0
2024-07-03,GAN,17.6167,83.2333,21.8,1.82,7.8,56.2,1008.1,0,0
2024-07-10,GAN,17.6167,83.2333,28.5,2.62,5.1,85.5,1009.7,0,0
2024-07-17,GAN,17.6167,83.2333,20.2,2.19,5.7,39.6,998.8,0,0
2024-07-24,GAN,17.6167,83.2333,21.6,2.22,10.0,39.2,1007.1,0,0
2024-07-31,GAN,17.6167,83.2333,35.3,2.43,5.1,47.2,1011.2,0,0
2024-08-07,GAN,17.6167,83.2333,17.7,1.75,8.7,45.7,1000.7,0,0
2024-08-14,GAN,17.6167,83.2333,24.2,2.06,5.7,34.3,1009.0,0,0
2024-08-21,GAN,17.6167,83.2333,22.5,2.29,10.9,71.6,1005.3,0,0
2024-08-28,GAN,17.6167,83.2333,31.9,2.39,6.5,59.8,1003.9,0,0
2024-09-04,GAN,17.6167,83.2333,26.1,3.22,7.3,100.4,1000.8,0,0
2024-09-11,GAN,17.6167,83.2333,29.8,2.11,6.4,69.8,1010.6,0,0
2024-09-18,GAN,17.6167,83.2333,29.6,1.83,5.2,39.0,1011.6,0,0
2024-09-25,GAN,17.6167,83.2333,29.1,2.37,9.9,66.4,1005.6,0,0
2024-10-02,GAN,17.6167,83.2333,14.3,1.58,10.3,2.6,1016.8,0,0
2024-10-09,GAN,17.6167,83.2333,10.6,1.73,7.2,7.7,1014.3,0,0
2024-10-16,GAN,17.6167,83.2333,13.7,1.13,10.5,13.7,1013.2,0,0
2024-10-23,GAN,17.6167,83.2333,17.5,1.2,10.5,0,1017.0,0,0
2024-10-30,GAN,17.6167,83.2333,12.2,1.17,10.4,7.2,1013.2,0,0
2024-11-06,GAN,17.6167,83.2333,15.5,1.71,7.9,13.9,1009.5,0,0
2024-11-13,GAN,17.6167,83.2333,17.8,1.45,5.0,10.9,1010.6,0,0
2024-11-20,GAN,17.6167,83.2333,22.8,1.26,7.4,6.9,1011.5,0,0
2024-11-27,GAN,17.6167,83.2333,21.1,1.41,9.3,6.5,1010.4,0,0
2024-12-04,GAN,17.6167,83.2333,22.2,1.96,7.9,9.2,1013.8,0,0
2024-12-11,GAN,17.6167,83.2333,12.9,1.59,10.6,1.2,1010.8,0,0
2024-12-18,GAN,17.6167,83.2333,47.5,4.93,5.4,2.7,994.8,0,1
2024-12-25,GAN,17.6167,83.2333,14.8,1.16,9.2,0.8,1013.1,0,0
2025-01-01,GAN,17.6167,83.2333,18.5,0.71,5.8,17.5,1014.1,0,0
2025-01-08,GAN,17.6167,83.2333,8.9,1.36,7.5,6.0,1011.0,0,0
2025-01-15,GAN,17.6167,83.2333,19.7,1.34,9.7,0.1,1020.4,0,0
2025-01-22,GAN,17.6167,83.2333,17.3,1.84,7.3,4.8,1013.9,0,0
2025-01-29,GAN,17.6167,83.2333,20.6,1.35,7.5,6.7,1013.6,0,0
2025-02-05,GAN,17.6167,83.2333,16.3,0.43,5.3,0,1010.8,0,0
2025-02-12,GAN,17.6167,83.2333,17.9,0.8,8.4,8.6,1016.7,0,0
2025-02-19,GAN,17.6167,83.2333,16.1,1.55,6.7,19.9,1009.8,0,0
2025-02-26,GAN,17.6167,83.2333,23.9,2.01,10.1,0.6,1017.8,0,0
2025-03-05,GAN,17.6167,83.2333,6.2,1.09,10.6,24.7,1017.2,0,0
2025-03-12,GAN,17.6167,83.2333,18.4,1.74,9.7,4.6,1008.9,0,0
2025-03-19,GAN,17.6167,83.2333,16.8,2.01,6.3,3.3,1017.7,0,0
2025-03-26,GAN,17.6167,83.2333,15.8,1.22,6.1,6.3,1020.5,0,0
2025-04-02,GAN,17.6167,83.2333,23.5,1.14,6.7,3.2,1018.3,0,0
2025-04-09,GAN,17.6167,83.2333,6.1,2.07,8.4,0,1009.7,0,0
2025-04-16,GAN,17.6167,83.2333,16.5,1.6,6.9,0,1013.8,0,0
2025-04-23,GAN,17.6167,83.2333,17.0,1.43,7.0,7.7,1007.0,0,0
2025-04-30,GAN,17.6167,83.2333,9.8,1.81,9.8,8.9,1013.7,0,0
2025-05-07,GAN,17.6167,83.2333,18.3,1.44,8.9,6.4,1014.7,0,0
2025-05-14,GAN,17.6167,83.2333,18.1,1.37,9.8,17.3,1014.6,0,0
2025-05-21,GAN,17.6167,83.2333,12.0,1.94,7.9,17.5,1014.0,0,0
2025-05-28,GAN,17.6167,83.2333,20.1,1.47,10.1,4.0,1015.4,0,0
2025-06-04,GAN,17.6167,83.2333,25.9,2.61,10.8,40.8,1006.3,0,0
2025-06-11,GAN,17.6167,83.2333,29.5,1.83,10.6,34.0,998.7,0,0
2025-06-18,GAN,17.6167,83.2333,31.0,1.95,9.7,107.3,1003.6,0,0
2025-06-25,GAN,17.6167,83.2333,28.3,2.83,5.9,117.1,1002.0,0,0
2025-07-02,GAN,17.6167,83.2333,25.7,1.43,10.4,13.3,1004.9,0,0
2025-07-09,GAN,17.6167,83.2333,25.5,2.22,10.9,61.5,1009.5,0,0
2025-07-16,GAN,17.6167,83.2333,20.9,2.01,9.2,37.8,1007.3,0,0
2025-07-23,GAN,17.6167,83.2333,26.7,2.42,6.7,35.3,1007.8,0,0
2025-07-30,GAN,17.6167,83.2333,28.9,2.22,9.1,45.7,1011.2,0,0
2025-08-06,GAN,17.6167,83.2333,25.4,2.62,8.0,23.0,1005.5,0,0
2025-08-13,GAN,17.6167,83.2333,24.5,3.01,5.6,16.0,1005.4,0,0
2025-08-20,GAN,17.6167,83.2333,26.9,2.04,9.8,69.4,1010.2,0,0
2025-08-27,GAN,17.6167,83.2333,19.5,2.26,5.2,121.6,1004.7,0,0
2025-09-03,GAN,17.6167,83.2333,26.5,2.28,6.8,84.3,1004.8,0,0
2025-09-10,GAN,17.6167,83.2333,19.5,2.31,5.4,84.0,1007.8,0,0
2025-09-17,GAN,17.6167,83.2333,39.2,3.98,10.8,69.8,1002.8,1,0
2025-09-24,GAN,17.6167,83.2333,31.8,2.04,6.4,66.5,1004.5,0,0
2025-10-01,GAN,17.6167,83.2333,56.7,4.38,5.3,2.8,989.1,0,1
2025-10-08,GAN,17.6167,83.2333,12.3,1.81,8.9,0,1017.0,0,0
