tender_id,tender_date,broker_id,origin,destination_port,cargo_type,vessel_class,route_id,quantity_mt,quoted_freight_usd_mt,contract_duration_days,market_freight_usd_mt,predicted_fair_value_usd_mt,fair_value_lower_usd_mt,fair_value_upper_usd_mt,bunker_price_usd_mt,congestion_index,predicted_waiting_hours,broker_historical_bid_count,broker_historical_premium_pct,vessel_historical_bid_count,broker_vessel_historical_frequency,synthetic_anomaly_ground_truth,bid_rank,winner,bid_deviation_pct,bid_spread_pct,fair_value_band_breach,high_positive_deviation_flag
TND-2023-0348,2025-01-07,BRK-ZENITH,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,139059.0,28.29,33,27.56,28.61,26.32,30.9,661.6,0.27,24.4,15,5.55,30,11,0,2,0,-1.12,13.86,0,0
TND-2023-0348,2025-01-07,BRK-ALLIANCE,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146024.0,29.47,33,27.56,28.61,26.32,30.9,661.6,0.27,24.4,72,-0.18,44,12,0,3,0,3.01,13.86,0,0
TND-2023-0348,2025-01-07,BRK-AEGEAN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,142360.0,30.4,37,27.56,28.61,26.32,30.9,661.6,0.27,24.4,48,3.17,29,6,0,4,0,6.26,13.86,0,0
TND-2023-0349,2025-04-15,BRK-OCEANIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,75516.0,16.88,22,17.3,17.71,16.29,19.13,669.1,0.82,91.2,58,0.17,24,5,0,1,1,-4.69,14.22,0,0
TND-2023-0349,2025-04-15,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74705.0,17.14,34,17.3,17.71,16.29,19.13,669.1,0.82,91.2,46,-1.75,6,2,0,2,0,-3.22,14.22,0,0
TND-2023-0349,2025-04-15,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74178.0,18.58,33,17.3,17.71,16.29,19.13,669.1,0.82,91.2,56,8.08,42,3,0,3,0,4.91,14.22,0,0
TND-2023-0349,2025-04-15,BRK-PACIFIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71741.0,19.09,30,17.3,17.71,16.29,19.13,669.1,0.82,91.2,52,-0.39,46,13,0,4,0,7.79,14.22,0,0
TND-2023-0349,2025-04-15,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74004.0,19.28,20,17.3,17.71,16.29,19.13,669.1,0.82,91.2,71,8.34,25,12,0,5,0,8.87,14.22,1,0
TND-2023-0350,2023-10-03,BRK-MERIDIAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,161895.0,20.11,31,22.24,21.45,19.73,23.17,726.7,0.5,48.1,57,0.31,7,9,0,1,1,-6.25,15.61,0,0
TND-2023-0350,2023-10-03,BRK-NAVIGATOR,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,152199.0,21.16,38,22.24,21.45,19.73,23.17,726.7,0.5,48.1,75,6.27,14,12,0,2,0,-1.35,15.61,0,0
TND-2023-0350,2023-10-03,BRK-HORIZON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,150259.0,22.18,20,22.24,21.45,19.73,23.17,726.7,0.5,48.1,22,1.71,21,7,0,3,0,3.4,15.61,0,0
TND-2023-0350,2023-10-03,BRK-TRITON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,151122.0,22.49,17,22.24,21.45,19.73,23.17,726.7,0.5,48.1,27,1.09,33,12,0,4,0,4.85,15.61,0,0
TND-2023-0350,2023-10-03,BRK-APEX,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,162454.0,22.82,15,22.24,21.45,19.73,23.17,726.7,0.5,48.1,33,4.44,19,8,0,5,0,6.39,15.61,0,0
TND-2023-0350,2023-10-03,BRK-ZENITH,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,161987.0,23.25,17,22.24,21.45,19.73,23.17,726.7,0.5,48.1,25,-0.34,25,3,0,6,0,8.39,15.61,1,0
TND-2023-0351,2024-04-15,BRK-GLOBAL,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72910.0,15.95,39,16.14,16.65,15.32,17.98,589.9,0.18,17.3,49,-0.19,25,14,0,1,1,-4.2,13.42,0,0
TND-2023-0351,2024-04-15,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77104.0,16.06,33,16.14,16.65,15.32,17.98,589.9,0.18,17.3,29,6.27,9,12,0,2,0,-3.54,13.42,0,0
TND-2023-0351,2024-04-15,BRK-AEGEAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73521.0,17.06,24,16.14,16.65,15.32,17.98,589.9,0.18,17.3,26,-0.69,8,12,0,3,0,2.46,13.42,0,0
TND-2023-0351,2024-04-15,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72378.0,17.06,16,16.14,16.65,15.32,17.98,589.9,0.18,17.3,68,-2.34,38,2,0,4,0,2.46,13.42,0,0
TND-2023-0351,2024-04-15,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,75753.0,18.09,38,16.14,16.65,15.32,17.98,589.9,0.18,17.3,30,3.57,25,10,0,5,0,8.65,13.42,1,0
TND-2023-0352,2025-09-23,BRK-ZENITH,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,152133.0,17.88,30,18.06,18.24,16.78,19.7,695.5,0.34,29.0,57,1.47,35,7,0,1,1,-1.97,9.28,0,0
TND-2023-0352,2025-09-23,BRK-EASTERN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,150107.0,18.85,29,18.06,18.24,16.78,19.7,695.5,0.34,29.0,30,1.49,39,9,0,2,0,3.34,9.28,0,0
TND-2023-0352,2025-09-23,BRK-AEGEAN,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,161394.0,18.93,15,18.06,18.24,16.78,19.7,695.5,0.34,29.0,25,1.33,16,13,0,3,0,3.78,9.28,0,0
TND-2023-0352,2025-09-23,BRK-TRITON,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,156610.0,19.3,22,18.06,18.24,16.78,19.7,695.5,0.34,29.0,27,-0.31,33,2,0,4,0,5.81,9.28,0,0
TND-2023-0352,2025-09-23,BRK-NAVIGATOR,Hay Point,GAN,Coking Coal,Capesize,AUS_GAN_CAP,157403.0,19.54,37,18.06,18.24,16.78,19.7,695.5,0.34,29.0,62,1.66,38,6,0,5,0,7.13,9.28,0,0
TND-2023-0353,2023-01-15,BRK-ZENITH,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72075.0,18.14,25,20.03,19.42,17.87,20.97,716.1,0.26,32.9,42,0.8,12,7,0,1,1,-6.59,14.39,0,0
TND-2023-0353,2023-01-15,BRK-GLOBAL,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72647.0,18.67,36,20.03,19.42,17.87,20.97,716.1,0.26,32.9,56,4.04,12,7,0,2,0,-3.86,14.39,0,0
TND-2023-0353,2023-01-15,BRK-AEGEAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,74900.0,18.87,43,20.03,19.42,17.87,20.97,716.1,0.26,32.9,68,-1.32,12,3,0,3,0,-2.83,14.39,0,0
TND-2023-0353,2023-01-15,BRK-VANGUARD,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71752.0,20.17,37,20.03,19.42,17.87,20.97,716.1,0.26,32.9,20,-1.55,9,7,0,4,0,3.86,14.39,0,0
TND-2023-0353,2023-01-15,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77207.0,20.75,19,20.03,19.42,17.87,20.97,716.1,0.26,32.9,78,1.23,32,4,0,5,0,6.85,14.39,0,0
TND-2023-0354,2024-05-22,BRK-EASTERN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,141112.0,30.61,31,33.08,32.83,30.2,35.46,708.2,0.21,23.6,43,1.35,35,4,0,1,1,-6.76,14.21,0,0
TND-2023-0354,2024-05-22,BRK-GLOBAL,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,140595.0,30.94,17,33.08,32.83,30.2,35.46,708.2,0.21,23.6,13,5.06,45,8,0,2,0,-5.76,14.21,0,0
TND-2023-0354,2024-05-22,BRK-ZENITH,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,141328.0,31.7,39,33.08,32.83,30.2,35.46,708.2,0.21,23.6,21,3.0,49,9,0,3,0,-3.44,14.21,0,0
TND-2023-0354,2024-05-22,BRK-TRITON,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,147005.0,32.05,39,33.08,32.83,30.2,35.46,708.2,0.21,23.6,54,1.01,35,1,0,4,0,-2.38,14.21,0,0
TND-2023-0354,2024-05-22,BRK-HORIZON,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,151174.0,32.19,16,33.08,32.83,30.2,35.46,708.2,0.21,23.6,29,-0.16,32,5,0,5,0,-1.95,14.21,0,0
TND-2023-0354,2024-05-22,BRK-SOUTHERN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,148429.0,32.72,25,33.08,32.83,30.2,35.46,708.2,0.21,23.6,31,-1.17,31,8,0,6,0,-0.34,14.21,0,0
TND-2023-0354,2024-05-22,BRK-PACIFIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,139131.0,34.34,28,33.08,32.83,30.2,35.46,708.2,0.21,23.6,65,2.06,29,12,0,7,0,4.6,14.21,0,0
TND-2023-0354,2024-05-22,BRK-MARITIME,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,141602.0,34.96,31,33.08,32.83,30.2,35.46,708.2,0.21,23.6,79,-0.14,17,5,0,8,0,6.49,14.21,0,0
TND-2023-0355,2023-09-05,BRK-EASTERN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,151006.0,15.06,39,15.39,15.41,14.18,16.64,769.4,0.45,37.1,11,1.27,35,11,0,1,1,-2.27,9.63,0,0
TND-2023-0355,2023-09-05,BRK-OCEANIC,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,156622.0,15.14,15,15.39,15.41,14.18,16.64,769.4,0.45,37.1,46,1.48,18,7,0,2,0,-1.75,9.63,0,0
TND-2023-0355,2023-09-05,BRK-VANGUARD,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,143047.0,15.2,43,15.39,15.41,14.18,16.64,769.4,0.45,37.1,70,4.38,38,14,0,3,0,-1.36,9.63,0,0
TND-2023-0355,2023-09-05,BRK-AEGEAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,147119.0,15.98,14,15.39,15.41,14.18,16.64,769.4,0.45,37.1,16,2.6,9,14,0,4,0,3.7,9.63,0,0
TND-2023-0355,2023-09-05,BRK-SOUTHERN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,155913.0,16.15,31,15.39,15.41,14.18,16.64,769.4,0.45,37.1,59,2.38,17,11,0,5,0,4.8,9.63,0,0
TND-2023-0355,2023-09-05,BRK-MERIDIAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,152538.0,16.51,28,15.39,15.41,14.18,16.64,769.4,0.45,37.1,64,5.62,18,11,0,6,0,7.14,9.63,0,0
TND-2023-0356,2024-06-19,BRK-MERIDIAN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,145621.0,28.25,20,31.24,30.3,27.88,32.72,642.1,0.33,41.4,18,2.7,5,7,0,1,1,-6.77,16.25,0,0
TND-2023-0356,2024-06-19,BRK-ZENITH,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,148216.0,28.35,41,31.24,30.3,27.88,32.72,642.1,0.33,41.4,42,1.11,27,2,0,2,0,-6.44,16.25,0,0
TND-2023-0356,2024-06-19,BRK-AEGEAN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,149771.0,29.78,27,31.24,30.3,27.88,32.72,642.1,0.33,41.4,44,1.9,15,12,0,3,0,-1.72,16.25,0,0
TND-2023-0356,2024-06-19,BRK-VANGUARD,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,140218.0,29.92,21,31.24,30.3,27.88,32.72,642.1,0.33,41.4,28,2.11,30,8,0,4,0,-1.25,16.25,0,0
TND-2023-0356,2024-06-19,BRK-APEX,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,140140.0,31.51,25,31.24,30.3,27.88,32.72,642.1,0.33,41.4,79,3.47,17,3,0,5,0,3.99,16.25,0,0
TND-2023-0356,2024-06-19,BRK-TRITON,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,149295.0,31.81,36,31.24,30.3,27.88,32.72,642.1,0.33,41.4,33,5.09,11,10,0,6,0,4.98,16.25,0,0
TND-2023-0356,2024-06-19,BRK-OCEANIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,151225.0,32.07,34,31.24,30.3,27.88,32.72,642.1,0.33,41.4,11,0.18,40,14,0,7,0,5.84,16.25,0,0
TND-2023-0356,2024-06-19,BRK-ALLIANCE,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,141597.0,32.84,39,31.24,30.3,27.88,32.72,642.1,0.33,41.4,34,2.13,14,2,0,8,0,8.38,16.25,1,0
TND-2023-0357,2024-08-26,BRK-PACIFIC,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,69227.0,11.66,41,12.28,12.1,11.13,13.07,764.8,0.64,42.6,32,2.23,19,2,0,1,1,-3.64,10.12,0,0
TND-2023-0357,2024-08-26,BRK-NAVIGATOR,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,75050.0,11.77,28,12.28,12.1,11.13,13.07,764.8,0.64,42.6,74,1.0,20,11,0,2,0,-2.73,10.12,0,0
TND-2023-0357,2024-08-26,BRK-HORIZON,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,70975.0,12.16,24,12.28,12.1,11.13,13.07,764.8,0.64,42.6,62,-0.26,47,7,0,3,0,0.5,10.12,0,0
TND-2023-0357,2024-08-26,BRK-TRITON,Taboneo,VIZ,Thermal Coal,Panamax,IND_VIZ_PAN,68790.0,12.84,38,12.28,12.1,11.13,13.07,764.8,0.64,42.6,44,4.22,35,11,0,4,0,6.12,10.12,0,0
TND-2023-0358,2023-09-23,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76635.0,20.77,34,20.58,21.23,19.53,22.93,656.4,0.52,37.4,71,4.5,23,14,0,1,1,-2.17,9.73,0,0
TND-2023-0358,2023-09-23,BRK-PACIFIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78427.0,21.16,32,20.58,21.23,19.53,22.93,656.4,0.52,37.4,43,3.45,20,13,0,2,0,-0.33,9.73,0,0
TND-2023-0358,2023-09-23,BRK-VANGUARD,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72856.0,21.74,17,20.58,21.23,19.53,22.93,656.4,0.52,37.4,39,3.77,9,5,0,3,0,2.4,9.73,0,0
TND-2023-0358,2023-09-23,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72137.0,21.81,39,20.58,21.23,19.53,22.93,656.4,0.52,37.4,77,4.07,10,8,0,4,0,2.73,9.73,0,0
TND-2023-0358,2023-09-23,BRK-OCEANIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78211.0,22.08,38,20.58,21.23,19.53,22.93,656.4,0.52,37.4,11,0.14,49,14,0,5,0,4.0,9.73,0,0
TND-2023-0358,2023-09-23,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,71696.0,22.79,35,20.58,21.23,19.53,22.93,656.4,0.52,37.4,34,2.51,20,6,0,6,0,7.35,9.73,0,0
TND-2023-0359,2023-07-03,BRK-PACIFIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77066.0,16.87,43,17.71,17.81,16.39,19.23,667.9,0.31,35.7,18,-1.02,47,13,0,1,1,-5.28,14.29,0,0
TND-2023-0359,2023-07-03,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77269.0,17.18,30,17.71,17.81,16.39,19.23,667.9,0.31,35.7,43,-0.02,27,6,0,2,0,-3.54,14.29,0,0
TND-2023-0359,2023-07-03,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,78249.0,17.61,32,17.71,17.81,16.39,19.23,667.9,0.31,35.7,51,2.53,28,2,0,3,0,-1.12,14.29,0,0
TND-2023-0359,2023-07-03,BRK-ALLIANCE,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76008.0,18.48,17,17.71,17.81,16.39,19.23,667.9,0.31,35.7,49,0.04,33,2,0,4,0,3.76,14.29,0,0
TND-2023-0359,2023-07-03,BRK-TRITON,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76515.0,18.55,37,17.71,17.81,16.39,19.23,667.9,0.31,35.7,38,7.44,29,13,0,5,0,4.15,14.29,0,0
TND-2023-0359,2023-07-03,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73393.0,19.28,29,17.71,17.81,16.39,19.23,667.9,0.31,35.7,31,2.59,24,5,0,6,0,8.25,14.29,1,0
TND-2023-0360,2024-11-03,BRK-TRITON,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,71360.0,19.19,20,19.54,20.26,18.64,21.88,535.8,0.78,79.0,28,-3.42,25,3,0,1,1,-5.28,10.89,0,0
TND-2023-0360,2024-11-03,BRK-HORIZON,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,68508.0,19.29,17,19.54,20.26,18.64,21.88,535.8,0.78,79.0,16,1.5,41,9,0,2,0,-4.79,10.89,0,0
TND-2023-0360,2024-11-03,BRK-ALLIANCE,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,70176.0,20.02,36,19.54,20.26,18.64,21.88,535.8,0.78,79.0,45,6.37,30,8,0,3,0,-1.18,10.89,0,0
TND-2023-0360,2024-11-03,BRK-APEX,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,70300.0,20.41,14,19.54,20.26,18.64,21.88,535.8,0.78,79.0,56,-0.37,40,10,0,4,0,0.74,10.89,0,0
TND-2023-0360,2024-11-03,BRK-GLOBAL,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,66829.0,20.73,44,19.54,20.26,18.64,21.88,535.8,0.78,79.0,45,2.7,27,9,0,5,0,2.32,10.89,0,0
TND-2023-0360,2024-11-03,BRK-EASTERN,Novorossiysk,HAL,Thermal Coal,Panamax,RUS_HAL_PAN,68428.0,21.28,43,19.54,20.26,18.64,21.88,535.8,0.78,79.0,34,1.54,5,12,0,6,0,5.03,10.89,0,0
TND-2023-0361,2024-11-13,BRK-EASTERN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,150365.0,17.28,33,18.87,18.16,16.71,19.61,664.8,0.45,28.8,63,-0.69,37,9,0,1,1,-4.85,8.22,0,0
TND-2023-0361,2024-11-13,BRK-VANGUARD,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,156841.0,17.48,37,18.87,18.16,16.71,19.61,664.8,0.45,28.8,58,6.69,6,4,0,2,0,-3.74,8.22,0,0
TND-2023-0361,2024-11-13,BRK-AEGEAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,153306.0,17.6,42,18.87,18.16,16.71,19.61,664.8,0.45,28.8,39,1.61,44,11,0,3,0,-3.08,8.22,0,0
TND-2023-0361,2024-11-13,BRK-TRITON,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,148603.0,17.77,41,18.87,18.16,16.71,19.61,664.8,0.45,28.8,21,2.2,14,5,0,4,0,-2.15,8.22,0,0
TND-2023-0361,2024-11-13,BRK-ZENITH,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,148658.0,17.89,15,18.87,18.16,16.71,19.61,664.8,0.45,28.8,12,0.98,24,2,0,5,0,-1.49,8.22,0,0
TND-2023-0361,2024-11-13,BRK-MERIDIAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,148585.0,18.37,18,18.87,18.16,16.71,19.61,664.8,0.45,28.8,76,-1.04,14,8,0,6,0,1.16,8.22,0,0
TND-2023-0361,2024-11-13,BRK-NAVIGATOR,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,149253.0,18.7,31,18.87,18.16,16.71,19.61,664.8,0.45,28.8,51,3.19,38,9,0,7,0,2.97,8.22,0,0
TND-2023-0362,2024-02-14,BRK-ZENITH,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72516.0,19.82,30,20.3,20.72,19.06,22.38,742.2,0.37,16.1,66,1.17,7,4,0,1,1,-4.34,13.42,0,0
TND-2023-0362,2024-02-14,BRK-EASTERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72193.0,20.2,38,20.3,20.72,19.06,22.38,742.2,0.37,16.1,14,2.93,23,1,0,2,0,-2.51,13.42,0,0
TND-2023-0362,2024-02-14,BRK-PACIFIC,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,76745.0,21.42,37,20.3,20.72,19.06,22.38,742.2,0.37,16.1,50,0.59,41,7,0,3,0,3.38,13.42,0,0
TND-2023-0362,2024-02-14,BRK-SOUTHERN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,72613.0,21.92,33,20.3,20.72,19.06,22.38,742.2,0.37,16.1,18,0.51,31,4,0,4,0,5.79,13.42,0,0
TND-2023-0362,2024-02-14,BRK-MARITIME,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,73748.0,21.99,21,20.3,20.72,19.06,22.38,742.2,0.37,16.1,29,-2.14,36,5,0,5,0,6.13,13.42,0,0
TND-2023-0362,2024-02-14,BRK-MERIDIAN,Gladstone,PAR,Coking Coal,Panamax,AUS_PAR_PAN,77049.0,22.48,35,20.3,20.72,19.06,22.38,742.2,0.37,16.1,47,2.73,15,13,0,6,0,8.49,13.42,1,0
TND-2023-0363,2025-09-06,BRK-PACIFIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146889.0,32.25,39,32.84,34.09,31.36,36.82,524.4,0.58,29.9,32,0.41,47,4,0,1,1,-5.4,14.82,0,0
TND-2023-0363,2025-09-06,BRK-OCEANIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,151479.0,32.98,37,32.84,34.09,31.36,36.82,524.4,0.58,29.9,40,-2.78,5,14,0,2,0,-3.26,14.82,0,0
TND-2023-0363,2025-09-06,BRK-SOUTHERN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146514.0,33.35,36,32.84,34.09,31.36,36.82,524.4,0.58,29.9,12,3.16,23,10,0,3,0,-2.17,14.82,0,0
TND-2023-0363,2025-09-06,BRK-ALLIANCE,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,152144.0,33.98,42,32.84,34.09,31.36,36.82,524.4,0.58,29.9,63,2.31,19,3,0,4,0,-0.32,14.82,0,0
TND-2023-0363,2025-09-06,BRK-EASTERN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,144913.0,34.73,17,32.84,34.09,31.36,36.82,524.4,0.58,29.9,64,-0.16,20,8,0,5,0,1.88,14.82,0,0
TND-2023-0363,2025-09-06,BRK-ZENITH,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,149892.0,36.06,35,32.84,34.09,31.36,36.82,524.4,0.58,29.9,27,0.62,29,8,0,6,0,5.78,14.82,0,0
TND-2023-0363,2025-09-06,BRK-MERIDIAN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,147501.0,36.4,28,32.84,34.09,31.36,36.82,524.4,0.58,29.9,20,0.45,9,1,0,7,0,6.78,14.82,0,0
TND-2023-0363,2025-09-06,BRK-TRITON,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,137767.0,37.03,23,32.84,34.09,31.36,36.82,524.4,0.58,29.9,37,4.65,32,9,0,8,0,8.62,14.82,1,0
TND-2023-0364,2025-06-15,BRK-TRITON,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,153114.0,15.64,15,16.67,16.07,14.78,17.36,724.3,0.5,46.9,64,0.09,16,8,0,1,1,-2.68,7.42,0,0
TND-2023-0364,2025-06-15,BRK-SOUTHERN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,150160.0,15.94,25,16.67,16.07,14.78,17.36,724.3,0.5,46.9,28,4.57,18,10,0,2,0,-0.81,7.42,0,0
TND-2023-0364,2025-06-15,BRK-HORIZON,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,151213.0,15.96,44,16.67,16.07,14.78,17.36,724.3,0.5,46.9,28,3.39,43,4,0,3,0,-0.68,7.42,0,0
TND-2023-0364,2025-06-15,BRK-OCEANIC,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,144280.0,16.12,34,16.67,16.07,14.78,17.36,724.3,0.5,46.9,54,1.53,48,13,0,4,0,0.31,7.42,0,0
TND-2023-0364,2025-06-15,BRK-ZENITH,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,145730.0,16.21,29,16.67,16.07,14.78,17.36,724.3,0.5,46.9,48,0.4,5,1,0,5,0,0.87,7.42,0,0
TND-2023-0364,2025-06-15,BRK-MERIDIAN,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,154272.0,16.78,28,16.67,16.07,14.78,17.36,724.3,0.5,46.9,60,-2.77,5,11,0,6,0,4.42,7.42,0,0
TND-2023-0364,2025-06-15,BRK-PACIFIC,Richards Bay,DHA,Thermal Coal,Capesize,SAF_DHA_CAP,149597.0,16.8,40,16.67,16.07,14.78,17.36,724.3,0.5,46.9,78,1.33,18,7,0,7,0,4.54,7.42,0,0
TND-2023-0365,2024-01-16,BRK-SOUTHERN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146499.0,32.94,43,34.65,35.25,32.43,38.07,667.0,0.45,62.5,51,5.94,40,12,0,1,1,-6.55,11.99,0,0
TND-2023-0365,2024-01-16,BRK-AEGEAN,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,151858.0,33.31,24,34.65,35.25,32.43,38.07,667.0,0.45,62.5,77,6.15,34,11,0,2,0,-5.5,11.99,0,0
TND-2023-0365,2024-01-16,BRK-ZENITH,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,148168.0,33.41,41,34.65,35.25,32.43,38.07,667.0,0.45,62.5,42,-2.73,32,14,0,3,0,-5.22,11.99,0,0
TND-2023-0365,2024-01-16,BRK-PACIFIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,138543.0,33.9,14,34.65,35.25,32.43,38.07,667.0,0.45,62.5,66,-0.72,41,2,0,4,0,-3.83,11.99,0,0
TND-2023-0365,2024-01-16,BRK-OCEANIC,New Orleans,PAR,Coking Coal,Capesize,USA_PAR_CAP,146543.0,34.86,30,34.65,35.25,32.43,38.07,667.0,0.45,62.5,19,3.06,39,7,0,5,0,-1.11,11.99,0,0
