date,route_id,origin,destination_port,vessel_class,freight_usd_mt,bunker_price_usd_mt,coal_price_usd_mt,market_regime_predicted,bearish_probability,bullish_probability,neutral_probability,market_score,freight_direction,market_volatility,forward_signal,bunker_pressure,port_pressure,chartering_signal
2025-12-01,AUS_GOP_PAN,Australia,Gopalpur,Panamax,14.96,511.93,125.58,BULLISH,0.06420169738518859,0.811937716709958,0.12386058590485303,87.4,RISING,LOW,NEUTRAL,LOW,HIGH,ENTER / CONSIDER FIXING
2025-01-01,AUS_HAL_PAN,Australia,Haldia,Panamax,18.28,524.14,129.17,BULLISH,0.08293616641761781,0.8087228928737045,0.10834094070867756,86.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-02,AUS_HAL_PAN,Australia,Haldia,Panamax,18.30806451612904,524.8270967741936,129.54,BULLISH,0.07055059251539536,0.8194504064990837,0.10999900098552057,87.4,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-03,AUS_HAL_PAN,Australia,Haldia,Panamax,18.336129032258064,525.5141935483871,133.85,BULLISH,0.03332639538100507,0.8891952643443575,0.07747834027463778,92.8,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-04,AUS_HAL_PAN,Australia,Haldia,Panamax,18.364193548387096,526.2012903225807,135.37,BULLISH,0.027680173818854254,0.9145611016933126,0.057758724487833396,94.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-05,AUS_HAL_PAN,Australia,Haldia,Panamax,18.39225806451613,526.8883870967742,132.37,BULLISH,0.03616662192108352,0.9099494431607882,0.053883934918128824,93.7,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-06,AUS_HAL_PAN,Australia,Haldia,Panamax,18.420322580645163,527.5754838709678,133.81,BULLISH,0.03145382369181884,0.9259884080831176,0.042557768225064095,94.7,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-07,AUS_HAL_PAN,Australia,Haldia,Panamax,18.448387096774194,528.2625806451613,131.13,BULLISH,0.038303608481264004,0.9263144531467601,0.03538193837197618,94.4,FALLING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-08,AUS_HAL_PAN,Australia,Haldia,Panamax,18.476451612903222,528.9496774193549,128.96,BULLISH,0.029313696204473903,0.9330294083194604,0.03765689547606578,95.2,FALLING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-09,AUS_HAL_PAN,Australia,Haldia,Panamax,18.504516129032258,529.6367741935484,132.88,BULLISH,0.028339996965588473,0.9315911164704259,0.040068886563985544,95.2,FALLING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-10,AUS_HAL_PAN,Australia,Haldia,Panamax,18.53258064516129,530.323870967742,132.81,BULLISH,0.028870327570162547,0.9274026280854031,0.043727044344434585,94.9,FALLING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-11,AUS_HAL_PAN,Australia,Haldia,Panamax,18.560645161290324,531.0109677419355,131.83,BULLISH,0.03347356670256465,0.9350967016504133,0.03142973164702213,95.1,STABLE,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-12,AUS_HAL_PAN,Australia,Haldia,Panamax,18.58870967741936,531.6980645161291,131.22,BULLISH,0.02992549145960836,0.9310759833854727,0.038998525154919014,95.1,RISING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-13,AUS_HAL_PAN,Australia,Haldia,Panamax,18.616774193548387,532.3851612903226,133.65,BULLISH,0.03565181426235626,0.922119376629734,0.04222880910790994,94.3,RISING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-14,AUS_HAL_PAN,Australia,Haldia,Panamax,18.64483870967742,533.0722580645162,129.77,BULLISH,0.0383776224616524,0.9255847292565947,0.036037648281752994,94.4,RISING,LOW,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-15,AUS_HAL_PAN,Australia,Haldia,Panamax,18.67290322580645,533.7593548387097,130.21,BULLISH,0.03262256797906402,0.932027572955353,0.035349859065583,95.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-16,AUS_HAL_PAN,Australia,Haldia,Panamax,18.70096774193548,534.4464516129033,129.76,BULLISH,0.036748586495233326,0.924800945896992,0.038450467607775075,94.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-01-17,AUS_HAL_PAN,Australia,Haldia,Panamax,18.72903225806452,535.1335483870968,131.96,BEARISH,0.5741852442619584,0.24414027040692046,0.18167448533112102,33.5,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-18,AUS_HAL_PAN,Australia,Haldia,Panamax,18.75709677419355,535.8206451612904,129.63,BEARISH,0.5657387496382696,0.24670108674523863,0.1875601636164915,34.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-19,AUS_HAL_PAN,Australia,Haldia,Panamax,18.78516129032258,536.5077419354839,130.46,BEARISH,0.5687826937791888,0.24784844801372835,0.1833688582070825,34.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-20,AUS_HAL_PAN,Australia,Haldia,Panamax,18.81322580645161,537.1948387096775,130.43,BEARISH,0.5843714365072645,0.24602063015068515,0.16960793334205013,33.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-21,AUS_HAL_PAN,Australia,Haldia,Panamax,18.841290322580644,537.881935483871,131.34,BEARISH,0.5760743977399897,0.2362737243403007,0.18765187791970922,33.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-22,AUS_HAL_PAN,Australia,Haldia,Panamax,18.869354838709675,538.5690322580646,128.9,BEARISH,0.5850326368083757,0.24416171687687285,0.17080564631475104,33.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-23,AUS_HAL_PAN,Australia,Haldia,Panamax,18.89741935483871,539.2561290322581,132.07,BEARISH,0.5749301832728502,0.24045882862011253,0.1846109881070369,33.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-24,AUS_HAL_PAN,Australia,Haldia,Panamax,18.925483870967746,539.9432258064517,134.41,BEARISH,0.5649503023521857,0.23392722675793223,0.20112247088988178,33.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-25,AUS_HAL_PAN,Australia,Haldia,Panamax,18.95354838709677,540.6303225806452,132.2,BEARISH,0.5876750916254355,0.23305556103057345,0.17926934734399075,32.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-26,AUS_HAL_PAN,Australia,Haldia,Panamax,18.981612903225805,541.3174193548388,135.03,BEARISH,0.5641990386505944,0.23956045980454357,0.1962405015448618,33.8,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-27,AUS_HAL_PAN,Australia,Haldia,Panamax,19.00967741935484,542.0045161290323,134.63,BEARISH,0.5810918370652506,0.2390696651277065,0.17983849780704256,32.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-28,AUS_HAL_PAN,Australia,Haldia,Panamax,19.03774193548387,542.6916129032259,133.54,BEARISH,0.5776242427500639,0.2424885633809237,0.17988719386901195,33.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-29,AUS_HAL_PAN,Australia,Haldia,Panamax,19.0658064516129,543.3787096774194,132.15,BEARISH,0.5749158555697891,0.23554955263152802,0.18953459179868262,33.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-30,AUS_HAL_PAN,Australia,Haldia,Panamax,19.09387096774193,544.065806451613,132.06,BEARISH,0.6031199722611834,0.23211488848983886,0.16476513924897743,31.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-01-31,AUS_HAL_PAN,Australia,Haldia,Panamax,19.121935483870967,544.7529032258064,133.56,BEARISH,0.5794863648905131,0.232293940483851,0.18821969462563576,32.6,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-02-01,AUS_HAL_PAN,Australia,Haldia,Panamax,19.15,545.44,131.27,BEARISH,0.5966664868563362,0.2374720309141599,0.16586148222950375,32.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-02-02,AUS_HAL_PAN,Australia,Haldia,Panamax,19.12035714285714,545.4542857142858,128.27,BEARISH,0.6000981660655291,0.21981560749505943,0.18008622643941113,31.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / NEGOTIATE
2025-02-03,AUS_HAL_PAN,Australia,Haldia,Panamax,19.090714285714284,545.4685714285715,133.0,BEARISH,0.6456962509407459,0.15292162304811505,0.20138212601113895,25.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-04,AUS_HAL_PAN,Australia,Haldia,Panamax,19.061071428571427,545.4828571428571,129.74,BEARISH,0.7040574091146853,0.12223129489555787,0.1737112959897572,20.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-05,AUS_HAL_PAN,Australia,Haldia,Panamax,19.03142857142857,545.4971428571429,130.06,BEARISH,0.7078805760824859,0.12107872878499197,0.1710406951325223,20.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-06,AUS_HAL_PAN,Australia,Haldia,Panamax,19.00178571428572,545.5114285714286,131.97,BEARISH,0.6995211214718431,0.11365798529938388,0.18682089322877327,20.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-07,AUS_HAL_PAN,Australia,Haldia,Panamax,18.972142857142856,545.5257142857143,131.76,BEARISH,0.6982569994803283,0.12225771778468131,0.17948528273499037,21.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-08,AUS_HAL_PAN,Australia,Haldia,Panamax,18.9425,545.5400000000001,129.11,BEARISH,0.696419661908639,0.12377344522931785,0.17980689286204338,21.4,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-09,AUS_HAL_PAN,Australia,Haldia,Panamax,18.912857142857145,545.5542857142858,132.25,BEARISH,0.7065590812931051,0.1310493076870278,0.16239161101986743,21.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-10,AUS_HAL_PAN,Australia,Haldia,Panamax,18.883214285714285,545.5685714285714,133.83,BEARISH,0.691981045553201,0.13868580266902356,0.16933315177777603,22.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-11,AUS_HAL_PAN,Australia,Haldia,Panamax,18.853571428571428,545.5828571428572,129.63,BEARISH,0.6932267449180621,0.13716248526075492,0.16961076982118353,22.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-12,AUS_HAL_PAN,Australia,Haldia,Panamax,18.82392857142857,545.5971428571429,134.41,BEARISH,0.6877565698287129,0.14241387579773676,0.16982955437355104,22.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-13,AUS_HAL_PAN,Australia,Haldia,Panamax,18.79428571428572,545.6114285714286,128.73,BEARISH,0.6737630976569685,0.15306372244916144,0.17317317989387052,24.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-14,AUS_HAL_PAN,Australia,Haldia,Panamax,18.764642857142857,545.6257142857144,136.07,BEARISH,0.6846665207073807,0.15391521610270573,0.1614182631899144,23.5,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-15,AUS_HAL_PAN,Australia,Haldia,Panamax,18.735,545.6400000000001,130.99,BEARISH,0.6682544663578632,0.1596001080873973,0.17214542555473983,24.6,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-16,AUS_HAL_PAN,Australia,Haldia,Panamax,18.705357142857142,545.6542857142857,132.09,BEARISH,0.6694836247897032,0.1628532068056459,0.16766316840465134,24.7,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,WAIT / AVOID AGGRESSIVE FIXING
2025-02-17,AUS_HAL_PAN,Australia,Haldia,Panamax,18.675714285714285,545.6685714285715,128.0,NEUTRAL,0.247377278193725,0.2519937509421398,0.5006289708641353,50.2,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,MONITOR / PARTIAL COVER
2025-02-18,AUS_HAL_PAN,Australia,Haldia,Panamax,18.646071428571428,545.6828571428572,131.64,BULLISH,0.08035950245137556,0.8259979449614581,0.09364255258716633,87.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-19,AUS_HAL_PAN,Australia,Haldia,Panamax,18.61642857142857,545.6971428571429,132.21,BULLISH,0.07967534571026891,0.812133966079389,0.10819068821034175,86.6,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-20,AUS_HAL_PAN,Australia,Haldia,Panamax,18.58678571428572,545.7114285714287,131.56,BULLISH,0.08211861605371933,0.8120435203537256,0.10583786359255451,86.5,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-21,AUS_HAL_PAN,Australia,Haldia,Panamax,18.557142857142857,545.7257142857143,130.59,BULLISH,0.07846947629665228,0.818261971218679,0.10326855248466828,87.0,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-22,AUS_HAL_PAN,Australia,Haldia,Panamax,18.5275,545.74,129.81,BULLISH,0.07845939577218976,0.8161493560502489,0.10539124817756104,86.9,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-23,AUS_HAL_PAN,Australia,Haldia,Panamax,18.497857142857143,545.7542857142857,133.94,BULLISH,0.08506513212117052,0.8135262333501668,0.10140863452866211,86.4,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-24,AUS_HAL_PAN,Australia,Haldia,Panamax,18.46821428571429,545.7685714285715,131.73,BULLISH,0.08597410717011432,0.8169130195984987,0.09711287323138665,86.5,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-25,AUS_HAL_PAN,Australia,Haldia,Panamax,18.43857142857143,545.7828571428572,134.73,BULLISH,0.07874232518102761,0.81634544398143,0.10491223083754173,86.9,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-26,AUS_HAL_PAN,Australia,Haldia,Panamax,18.40892857142857,545.797142857143,130.58,BULLISH,0.07863154186756037,0.8239421836665395,0.09742627446590005,87.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-27,AUS_HAL_PAN,Australia,Haldia,Panamax,18.379285714285714,545.8114285714286,130.75,BULLISH,0.0743946729658504,0.8197394060159156,0.10586592101823412,87.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-02-28,AUS_HAL_PAN,Australia,Haldia,Panamax,18.349642857142857,545.8257142857143,133.23,BULLISH,0.07562263551148511,0.8215256046945635,0.1028517597939514,87.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-01,AUS_HAL_PAN,Australia,Haldia,Panamax,18.32,545.84,128.34,BULLISH,0.08001892826569917,0.8034283082562833,0.11655276347801759,86.2,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-02,AUS_HAL_PAN,Australia,Haldia,Panamax,18.33935483870968,545.9822580645161,129.24,BULLISH,0.0789944814883072,0.7994513985800568,0.12155411993163603,86.0,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-03,AUS_HAL_PAN,Australia,Haldia,Panamax,18.358709677419355,546.1245161290323,133.94,BULLISH,0.06756080356982296,0.8071891995583699,0.12524999687180705,87.0,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-04,AUS_HAL_PAN,Australia,Haldia,Panamax,18.37806451612904,546.2667741935484,129.49,BULLISH,0.039881934803110475,0.8739793897990041,0.08613867539788544,91.7,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-05,AUS_HAL_PAN,Australia,Haldia,Panamax,18.39741935483871,546.4090322580646,128.28,BULLISH,0.03818521139150468,0.904908091178288,0.05690669743020762,93.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-06,AUS_HAL_PAN,Australia,Haldia,Panamax,18.416774193548388,546.5512903225807,135.74,BULLISH,0.03429764697210523,0.912334441780786,0.053367911247109,93.9,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-07,AUS_HAL_PAN,Australia,Haldia,Panamax,18.436129032258066,546.6935483870968,129.29,BULLISH,0.04238419888418564,0.909384875423805,0.04823092569200983,93.4,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-08,AUS_HAL_PAN,Australia,Haldia,Panamax,18.455483870967743,546.8358064516129,132.53,BULLISH,0.03902473609366756,0.911036225480862,0.04993903842547073,93.6,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-09,AUS_HAL_PAN,Australia,Haldia,Panamax,18.47483870967742,546.978064516129,132.39,BULLISH,0.03919718162574253,0.9040468002512521,0.05675601812300598,93.2,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-10,AUS_HAL_PAN,Australia,Haldia,Panamax,18.4941935483871,547.1203225806452,126.71,BULLISH,0.04127278931937592,0.906031284453937,0.05269592622668777,93.2,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-11,AUS_HAL_PAN,Australia,Haldia,Panamax,18.513548387096776,547.2625806451613,131.88,BULLISH,0.04080307816352031,0.9005978896099223,0.05859903222655809,93.0,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-12,AUS_HAL_PAN,Australia,Haldia,Panamax,18.532903225806454,547.4048387096774,133.39,BULLISH,0.04224512177386939,0.8964255254490286,0.06132935277710242,92.7,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-13,AUS_HAL_PAN,Australia,Haldia,Panamax,18.55225806451613,547.5470967741936,133.29,BULLISH,0.043677720990182925,0.8887544206039588,0.06756785840585887,92.3,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-14,AUS_HAL_PAN,Australia,Haldia,Panamax,18.57161290322581,547.6893548387097,134.47,BULLISH,0.04408609219805198,0.8833009346663081,0.0726129731356406,92.0,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-15,AUS_HAL_PAN,Australia,Haldia,Panamax,18.590967741935486,547.8316129032258,131.97,BULLISH,0.045853109247789625,0.8835539471529245,0.07059294359928636,91.9,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-16,AUS_HAL_PAN,Australia,Haldia,Panamax,18.610322580645164,547.973870967742,134.26,BULLISH,0.05134961331798744,0.8712753844423362,0.07737500223967689,91.0,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-17,AUS_HAL_PAN,Australia,Haldia,Panamax,18.62967741935484,548.1161290322581,131.54,BULLISH,0.05102475170560636,0.8725234286222961,0.07645181967209802,91.1,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-18,AUS_HAL_PAN,Australia,Haldia,Panamax,18.64903225806452,548.2583870967742,130.18,BULLISH,0.059026447123684656,0.855890421456618,0.08508313141969792,89.8,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-19,AUS_HAL_PAN,Australia,Haldia,Panamax,18.6683870967742,548.4006451612903,130.49,BULLISH,0.06343108285161947,0.8326235693423751,0.10394534780600603,88.5,FALLING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-20,AUS_HAL_PAN,Australia,Haldia,Panamax,18.68774193548387,548.5429032258064,130.24,BULLISH,0.06850068583396912,0.8302646777870702,0.10123463637896103,88.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-21,AUS_HAL_PAN,Australia,Haldia,Panamax,18.70709677419355,548.6851612903226,135.27,BULLISH,0.07175910229964864,0.8314559234519031,0.0967849742484488,88.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-22,AUS_HAL_PAN,Australia,Haldia,Panamax,18.726451612903222,548.8274193548388,130.3,BULLISH,0.06777892458776959,0.8323605135302139,0.09986056188201689,88.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-23,AUS_HAL_PAN,Australia,Haldia,Panamax,18.745806451612903,548.9696774193549,133.96,BULLISH,0.07692459505828277,0.831199769360317,0.09187563558140042,87.7,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-24,AUS_HAL_PAN,Australia,Haldia,Panamax,18.76516129032258,549.111935483871,132.97,BULLISH,0.07222011741296712,0.8345262702894469,0.09325361229758636,88.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-25,AUS_HAL_PAN,Australia,Haldia,Panamax,18.78451612903226,549.2541935483871,133.38,BULLISH,0.07426248034334029,0.8353927908004554,0.09034472885620459,88.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-26,AUS_HAL_PAN,Australia,Haldia,Panamax,18.803870967741936,549.3964516129032,136.39,BULLISH,0.09041474204019628,0.8159659525941669,0.09361930536563698,86.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-27,AUS_HAL_PAN,Australia,Haldia,Panamax,18.82322580645161,549.5387096774193,132.87,BULLISH,0.08757665445947387,0.8079380855196857,0.10448526002084027,86.0,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-28,AUS_HAL_PAN,Australia,Haldia,Panamax,18.84258064516129,549.6809677419354,135.05,BULLISH,0.09151615923282,0.800934754960261,0.10754908580691895,85.5,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-29,AUS_HAL_PAN,Australia,Haldia,Panamax,18.86193548387097,549.8232258064517,133.99,BULLISH,0.09003192567489597,0.8012628200543738,0.10870525427073026,85.6,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-30,AUS_HAL_PAN,Australia,Haldia,Panamax,18.881290322580647,549.9654838709678,133.69,BULLISH,0.09126075852573379,0.7978206886851331,0.11091855278913305,85.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-03-31,AUS_HAL_PAN,Australia,Haldia,Panamax,18.900645161290324,550.1077419354839,138.68,BULLISH,0.09369603198237227,0.785168534800634,0.12113543321699366,84.6,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-01,AUS_HAL_PAN,Australia,Haldia,Panamax,18.92,550.25,131.28,BULLISH,0.09710527767810982,0.7737845748062334,0.1291101475156567,83.8,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-02,AUS_HAL_PAN,Australia,Haldia,Panamax,18.98,550.6566666666666,136.69,BULLISH,0.09489788539688392,0.8002158728731387,0.1048862417299772,85.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-03,AUS_HAL_PAN,Australia,Haldia,Panamax,19.040000000000003,551.0633333333334,135.37,BULLISH,0.09532536086060006,0.8196274586333472,0.08504718050605303,86.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-04,AUS_HAL_PAN,Australia,Haldia,Panamax,19.1,551.47,133.05,BULLISH,0.08216217261999116,0.8410870716669318,0.07675075571307702,87.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-05,AUS_HAL_PAN,Australia,Haldia,Panamax,19.16,551.8766666666667,137.21,BULLISH,0.09441450235488626,0.8328904537610184,0.07269504388409535,86.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-06,AUS_HAL_PAN,Australia,Haldia,Panamax,19.22,552.2833333333333,130.2,BULLISH,0.09460430394367408,0.8365412660226182,0.06885443003370754,87.1,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-07,AUS_HAL_PAN,Australia,Haldia,Panamax,19.28,552.69,132.8,BULLISH,0.0921263885210838,0.8374240704710022,0.070449541007914,87.3,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-08,AUS_HAL_PAN,Australia,Haldia,Panamax,19.34,553.0966666666667,131.38,BULLISH,0.09907273883763312,0.8223665739954235,0.0785606871669432,86.2,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-09,AUS_HAL_PAN,Australia,Haldia,Panamax,19.4,553.5033333333333,134.56,BULLISH,0.1007155552966677,0.8120926336369196,0.0871918110664125,85.6,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-10,AUS_HAL_PAN,Australia,Haldia,Panamax,19.46,553.91,131.46,BULLISH,0.10264903652381795,0.8004888688954889,0.096862094580693,84.9,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
2025-04-11,AUS_HAL_PAN,Australia,Haldia,Panamax,19.52,554.3166666666667,134.5,BULLISH,0.10582079715832186,0.7983255939034711,0.0958536089382071,84.6,RISING,MEDIUM,NEUTRAL,LOW,MEDIUM,ENTER / CONSIDER FIXING
