date,route_id,vessel_class,cargo_type,freight_usd_mt,tce_usd_day,source
2020-11-26,MOZ_HAL_PAN,Panamax,Coal,22.11,10825,Synthetic (BDI benchmark)
2020-11-26,MOZ_HAL_CAP,Capesize,Coal,19.16,16179,Synthetic (BDI benchmark)
2020-11-26,USA_PAR_PAN,Panamax,Coal,34.44,13101,Synthetic (BDI benchmark)
2020-11-26,USA_PAR_CAP,Capesize,Coal,31.56,15140,Synthetic (BDI benchmark)
2020-11-26,USA_VIZ_PAN,Panamax,Coal,32.44,10098,Synthetic (BDI benchmark)
2020-11-26,USA_VIZ_CAP,Capesize,Coal,33.14,16361,Synthetic (BDI benchmark)
2020-11-26,USA_DHA_PAN,Panamax,Coal,30.55,12969,Synthetic (BDI benchmark)
2020-11-26,USA_DHA_CAP,Capesize,Coal,35.19,15574,Synthetic (BDI benchmark)
2020-11-26,USA_GAN_PAN,Panamax,Coal,34.09,12935,Synthetic (BDI benchmark)
2020-11-26,USA_GAN_CAP,Capesize,Coal,33.94,18520,Synthetic (BDI benchmark)
2020-11-26,USA_GOP_PAN,Panamax,Coal,30.49,12939,Synthetic (BDI benchmark)
2020-11-26,USA_GOP_CAP,Capesize,Coal,30.94,18994,Synthetic (BDI benchmark)
2020-11-26,USA_HAL_PAN,Panamax,Coal,37.33,12574,Synthetic (BDI benchmark)
2020-11-26,USA_HAL_CAP,Capesize,Coal,32.23,18702,Synthetic (BDI benchmark)
2020-12-26,AUS_PAR_PAN,Panamax,Coal,17.7,13754,Synthetic (BDI benchmark)
2020-12-26,AUS_PAR_CAP,Capesize,Coal,16.66,18941,Synthetic (BDI benchmark)
2020-12-26,AUS_VIZ_PAN,Panamax,Coal,14.65,9430,Synthetic (BDI benchmark)
2020-12-26,AUS_VIZ_CAP,Capesize,Coal,17.87,18457,Synthetic (BDI benchmark)
2020-12-26,AUS_DHA_PAN,Panamax,Coal,15.64,11983,Synthetic (BDI benchmark)
2020-12-26,AUS_DHA_CAP,Capesize,Coal,16.55,17361,Synthetic (BDI benchmark)
2020-12-26,AUS_GAN_PAN,Panamax,Coal,15.39,12816,Synthetic (BDI benchmark)
2020-12-26,AUS_GAN_CAP,Capesize,Coal,17.22,16549,Synthetic (BDI benchmark)
2020-12-26,AUS_GOP_PAN,Panamax,Coal,17.3,13005,Synthetic (BDI benchmark)
2020-12-26,AUS_GOP_CAP,Capesize,Coal,16.18,17445,Synthetic (BDI benchmark)
2020-12-26,AUS_HAL_PAN,Panamax,Coal,14.5,9334,Synthetic (BDI benchmark)
2020-12-26,AUS_HAL_CAP,Capesize,Coal,17.17,16434,Synthetic (BDI benchmark)
2020-12-26,IND_PAR_PAN,Panamax,Coal,11.38,10584,Synthetic (BDI benchmark)
2020-12-26,IND_PAR_CAP,Capesize,Coal,10.52,19029,Synthetic (BDI benchmark)
2020-12-26,IND_VIZ_PAN,Panamax,Coal,12.17,13301,Synthetic (BDI benchmark)
2020-12-26,IND_VIZ_CAP,Capesize,Coal,11.92,18713,Synthetic (BDI benchmark)
2020-12-26,IND_DHA_PAN,Panamax,Coal,10.33,12659,Synthetic (BDI benchmark)
2020-12-26,IND_DHA_CAP,Capesize,Coal,10.93,17423,Synthetic (BDI benchmark)
2020-12-26,IND_GAN_PAN,Panamax,Coal,11.44,9552,Synthetic (BDI benchmark)
2020-12-26,IND_GAN_CAP,Capesize,Coal,11.23,17200,Synthetic (BDI benchmark)
2020-12-26,IND_GOP_PAN,Panamax,Coal,11.75,9312,Synthetic (BDI benchmark)
2020-12-26,IND_GOP_CAP,Capesize,Coal,10.21,17544,Synthetic (BDI benchmark)
2020-12-26,IND_HAL_PAN,Panamax,Coal,9.37,10180,Synthetic (BDI benchmark)
2020-12-26,IND_HAL_CAP,Capesize,Coal,9.76,15590,Synthetic (BDI benchmark)
2020-12-26,RUS_PAR_PAN,Panamax,Coal,25.18,9315,Synthetic (BDI benchmark)
2020-12-26,RUS_PAR_CAP,Capesize,Coal,26.34,18868,Synthetic (BDI benchmark)
2020-12-26,RUS_VIZ_PAN,Panamax,Coal,24.12,11362,Synthetic (BDI benchmark)
2020-12-26,RUS_VIZ_CAP,Capesize,Coal,22.59,18406,Synthetic (BDI benchmark)
2020-12-26,RUS_DHA_PAN,Panamax,Coal,22.02,9379,Synthetic (BDI benchmark)
2020-12-26,RUS_DHA_CAP,Capesize,Coal,24.66,19966,Synthetic (BDI benchmark)
2020-12-26,RUS_GAN_PAN,Panamax,Coal,22.8,12937,Synthetic (BDI benchmark)
2020-12-26,RUS_GAN_CAP,Capesize,Coal,21.98,17184,Synthetic (BDI benchmark)
2020-12-26,RUS_GOP_PAN,Panamax,Coal,20.06,12232,Synthetic (BDI benchmark)
2020-12-26,RUS_GOP_CAP,Capesize,Coal,21.45,15547,Synthetic (BDI benchmark)
2020-12-26,RUS_HAL_PAN,Panamax,Coal,20.27,14518,Synthetic (BDI benchmark)
2020-12-26,RUS_HAL_CAP,Capesize,Coal,21.07,15324,Synthetic (BDI benchmark)
2020-12-26,MOZ_PAR_PAN,Panamax,Coal,23.24,9231,Synthetic (BDI benchmark)
2020-12-26,MOZ_PAR_CAP,Capesize,Coal,18.74,18821,Synthetic (BDI benchmark)
2020-12-26,MOZ_VIZ_PAN,Panamax,Coal,20.22,13584,Synthetic (BDI benchmark)
2020-12-26,MOZ_VIZ_CAP,Capesize,Coal,18.25,18937,Synthetic (BDI benchmark)
2020-12-26,MOZ_DHA_PAN,Panamax,Coal,20.73,9976,Synthetic (BDI benchmark)
2020-12-26,MOZ_DHA_CAP,Capesize,Coal,21.4,17188,Synthetic (BDI benchmark)
2020-12-26,MOZ_GAN_PAN,Panamax,Coal,21.38,10254,Synthetic (BDI benchmark)
2020-12-26,MOZ_GAN_CAP,Capesize,Coal,21.89,15485,Synthetic (BDI benchmark)
2020-12-26,MOZ_GOP_PAN,Panamax,Coal,23.44,14865,Synthetic (BDI benchmark)
2020-12-26,MOZ_GOP_CAP,Capesize,Coal,23.15,15277,Synthetic (BDI benchmark)
2020-12-26,MOZ_HAL_PAN,Panamax,Coal,21.65,11912,Synthetic (BDI benchmark)
2020-12-26,MOZ_HAL_CAP,Capesize,Coal,21.83,17849,Synthetic (BDI benchmark)
2020-12-26,USA_PAR_PAN,Panamax,Coal,29.4,11332,Synthetic (BDI benchmark)
2020-12-26,USA_PAR_CAP,Capesize,Coal,37.89,19080,Synthetic (BDI benchmark)
2020-12-26,USA_VIZ_PAN,Panamax,Coal,33.91,10313,Synthetic (BDI benchmark)
2020-12-26,USA_VIZ_CAP,Capesize,Coal,31.35,19514,Synthetic (BDI benchmark)
2020-12-26,USA_DHA_PAN,Panamax,Coal,34.68,14018,Synthetic (BDI benchmark)
2020-12-26,USA_DHA_CAP,Capesize,Coal,32.83,16709,Synthetic (BDI benchmark)
2020-12-26,USA_GAN_PAN,Panamax,Coal,29.99,11387,Synthetic (BDI benchmark)
2020-12-26,USA_GAN_CAP,Capesize,Coal,35.34,19725,Synthetic (BDI benchmark)
2020-12-26,USA_GOP_PAN,Panamax,Coal,30.67,11672,Synthetic (BDI benchmark)
2020-12-26,USA_GOP_CAP,Capesize,Coal,36.1,19801,Synthetic (BDI benchmark)
2020-12-26,USA_HAL_PAN,Panamax,Coal,29.89,9175,Synthetic (BDI benchmark)
2020-12-26,USA_HAL_CAP,Capesize,Coal,32.18,16554,Synthetic (BDI benchmark)
2021-01-25,AUS_PAR_PAN,Panamax,Coal,17.18,13811,Synthetic (BDI benchmark)
2021-01-25,AUS_PAR_CAP,Capesize,Coal,18.1,15166,Synthetic (BDI benchmark)
2021-01-25,AUS_VIZ_PAN,Panamax,Coal,15.77,9007,Synthetic (BDI benchmark)
2021-01-25,AUS_VIZ_CAP,Capesize,Coal,18.71,17890,Synthetic (BDI benchmark)
2021-01-25,AUS_DHA_PAN,Panamax,Coal,16.12,11133,Synthetic (BDI benchmark)
2021-01-25,AUS_DHA_CAP,Capesize,Coal,18.11,18560,Synthetic (BDI benchmark)
2021-01-25,AUS_GAN_PAN,Panamax,Coal,17.57,12172,Synthetic (BDI benchmark)
2021-01-25,AUS_GAN_CAP,Capesize,Coal,17.17,19154,Synthetic (BDI benchmark)
2021-01-25,AUS_GOP_PAN,Panamax,Coal,16.06,11934,Synthetic (BDI benchmark)
2021-01-25,AUS_GOP_CAP,Capesize,Coal,15.84,15706,Synthetic (BDI benchmark)
2021-01-25,AUS_HAL_PAN,Panamax,Coal,16.44,12443,Synthetic (BDI benchmark)
2021-01-25,AUS_HAL_CAP,Capesize,Coal,18.99,15158,Synthetic (BDI benchmark)
2021-01-25,IND_PAR_PAN,Panamax,Coal,8.97,12890,Synthetic (BDI benchmark)
2021-01-25,IND_PAR_CAP,Capesize,Coal,11.28,16910,Synthetic (BDI benchmark)
2021-01-25,IND_VIZ_PAN,Panamax,Coal,11.1,9190,Synthetic (BDI benchmark)
2021-01-25,IND_VIZ_CAP,Capesize,Coal,10.35,18947,Synthetic (BDI benchmark)
2021-01-25,IND_DHA_PAN,Panamax,Coal,12.71,12400,Synthetic (BDI benchmark)
2021-01-25,IND_DHA_CAP,Capesize,Coal,8.6,17207,Synthetic (BDI benchmark)
2021-01-25,IND_GAN_PAN,Panamax,Coal,10.61,11043,Synthetic (BDI benchmark)
2021-01-25,IND_GAN_CAP,Capesize,Coal,11.12,17958,Synthetic (BDI benchmark)
2021-01-25,IND_GOP_PAN,Panamax,Coal,10.55,14653,Synthetic (BDI benchmark)
2021-01-25,IND_GOP_CAP,Capesize,Coal,10.7,18496,Synthetic (BDI benchmark)
2021-01-25,IND_HAL_PAN,Panamax,Coal,9.06,9512,Synthetic (BDI benchmark)
2021-01-25,IND_HAL_CAP,Capesize,Coal,10.21,15822,Synthetic (BDI benchmark)
2021-01-25,RUS_PAR_PAN,Panamax,Coal,23.59,13190,Synthetic (BDI benchmark)
2021-01-25,RUS_PAR_CAP,Capesize,Coal,21.38,18995,Synthetic (BDI benchmark)
2021-01-25,RUS_VIZ_PAN,Panamax,Coal,23.0,13468,Synthetic (BDI benchmark)
2021-01-25,RUS_VIZ_CAP,Capesize,Coal,22.59,15116,Synthetic (BDI benchmark)
2021-01-25,RUS_DHA_PAN,Panamax,Coal,25.18,11690,Synthetic (BDI benchmark)
2021-01-25,RUS_DHA_CAP,Capesize,Coal,21.31,19410,Synthetic (BDI benchmark)
2021-01-25,RUS_GAN_PAN,Panamax,Coal,22.83,13638,Synthetic (BDI benchmark)
2021-01-25,RUS_GAN_CAP,Capesize,Coal,19.68,19551,Synthetic (BDI benchmark)
2021-01-25,RUS_GOP_PAN,Panamax,Coal,20.19,12411,Synthetic (BDI benchmark)
2021-01-25,RUS_GOP_CAP,Capesize,Coal,21.11,16078,Synthetic (BDI benchmark)
2021-01-25,RUS_HAL_PAN,Panamax,Coal,25.84,13071,Synthetic (BDI benchmark)
2021-01-25,RUS_HAL_CAP,Capesize,Coal,25.15,17278,Synthetic (BDI benchmark)
2021-01-25,MOZ_PAR_PAN,Panamax,Coal,21.11,12747,Synthetic (BDI benchmark)
2021-01-25,MOZ_PAR_CAP,Capesize,Coal,20.62,19393,Synthetic (BDI benchmark)
2021-01-25,MOZ_VIZ_PAN,Panamax,Coal,22.47,14552,Synthetic (BDI benchmark)
2021-01-25,MOZ_VIZ_CAP,Capesize,Coal,22.69,17101,Synthetic (BDI benchmark)
2021-01-25,MOZ_DHA_PAN,Panamax,Coal,21.43,14069,Synthetic (BDI benchmark)
2021-01-25,MOZ_DHA_CAP,Capesize,Coal,19.28,16897,Synthetic (BDI benchmark)
2021-01-25,MOZ_GAN_PAN,Panamax,Coal,22.69,13543,Synthetic (BDI benchmark)
2021-01-25,MOZ_GAN_CAP,Capesize,Coal,21.14,15964,Synthetic (BDI benchmark)
2021-01-25,MOZ_GOP_PAN,Panamax,Coal,21.78,10381,Synthetic (BDI benchmark)
2021-01-25,MOZ_GOP_CAP,Capesize,Coal,18.86,19654,Synthetic (BDI benchmark)
2021-01-25,MOZ_HAL_PAN,Panamax,Coal,23.12,14516,Synthetic (BDI benchmark)
2021-01-25,MOZ_HAL_CAP,Capesize,Coal,20.37,18377,Synthetic (BDI benchmark)
2021-01-25,USA_PAR_PAN,Panamax,Coal,33.12,11053,Synthetic (BDI benchmark)
2021-01-25,USA_PAR_CAP,Capesize,Coal,30.51,16924,Synthetic (BDI benchmark)
2021-01-25,USA_VIZ_PAN,Panamax,Coal,34.28,14071,Synthetic (BDI benchmark)
2021-01-25,USA_VIZ_CAP,Capesize,Coal,35.79,17255,Synthetic (BDI benchmark)
2021-01-25,USA_DHA_PAN,Panamax,Coal,33.48,9834,Synthetic (BDI benchmark)
2021-01-25,USA_DHA_CAP,Capesize,Coal,36.52,15981,Synthetic (BDI benchmark)
2021-01-25,USA_GAN_PAN,Panamax,Coal,32.59,10071,Synthetic (BDI benchmark)
2021-01-25,USA_GAN_CAP,Capesize,Coal,28.6,19130,Synthetic (BDI benchmark)
2021-01-25,USA_GOP_PAN,Panamax,Coal,32.56,13705,Synthetic (BDI benchmark)
2021-01-25,USA_GOP_CAP,Capesize,Coal,32.89,19534,Synthetic (BDI benchmark)
2021-01-25,USA_HAL_PAN,Panamax,Coal,33.34,13315,Synthetic (BDI benchmark)
2021-01-25,USA_HAL_CAP,Capesize,Coal,35.56,15064,Synthetic (BDI benchmark)
2021-02-24,AUS_PAR_PAN,Panamax,Coal,15.15,11028,Synthetic (BDI benchmark)
2021-02-24,AUS_PAR_CAP,Capesize,Coal,16.3,19598,Synthetic (BDI benchmark)
2021-02-24,AUS_VIZ_PAN,Panamax,Coal,17.89,9453,Synthetic (BDI benchmark)
2021-02-24,AUS_VIZ_CAP,Capesize,Coal,15.93,16647,Synthetic (BDI benchmark)
2021-02-24,AUS_DHA_PAN,Panamax,Coal,15.06,10220,Synthetic (BDI benchmark)
2021-02-24,AUS_DHA_CAP,Capesize,Coal,15.79,18127,Synthetic (BDI benchmark)
2021-02-24,AUS_GAN_PAN,Panamax,Coal,16.6,13271,Synthetic (BDI benchmark)
2021-02-24,AUS_GAN_CAP,Capesize,Coal,14.35,18166,Synthetic (BDI benchmark)
2021-02-24,AUS_GOP_PAN,Panamax,Coal,15.89,12289,Synthetic (BDI benchmark)
2021-02-24,AUS_GOP_CAP,Capesize,Coal,14.99,19390,Synthetic (BDI benchmark)
2021-02-24,AUS_HAL_PAN,Panamax,Coal,16.29,11853,Synthetic (BDI benchmark)
2021-02-24,AUS_HAL_CAP,Capesize,Coal,15.24,16415,Synthetic (BDI benchmark)
2021-02-24,IND_PAR_PAN,Panamax,Coal,12.43,9496,Synthetic (BDI benchmark)
2021-02-24,IND_PAR_CAP,Capesize,Coal,11.06,16923,Synthetic (BDI benchmark)
2021-02-24,IND_VIZ_PAN,Panamax,Coal,10.65,11618,Synthetic (BDI benchmark)
2021-02-24,IND_VIZ_CAP,Capesize,Coal,9.87,16201,Synthetic (BDI benchmark)
2021-02-24,IND_DHA_PAN,Panamax,Coal,11.7,9664,Synthetic (BDI benchmark)
2021-02-24,IND_DHA_CAP,Capesize,Coal,10.28,18122,Synthetic (BDI benchmark)
2021-02-24,IND_GAN_PAN,Panamax,Coal,9.0,12496,Synthetic (BDI benchmark)
2021-02-24,IND_GAN_CAP,Capesize,Coal,10.08,18458,Synthetic (BDI benchmark)
2021-02-24,IND_GOP_PAN,Panamax,Coal,10.47,12249,Synthetic (BDI benchmark)
2021-02-24,IND_GOP_CAP,Capesize,Coal,11.58,16547,Synthetic (BDI benchmark)
2021-02-24,IND_HAL_PAN,Panamax,Coal,11.84,13936,Synthetic (BDI benchmark)
2021-02-24,IND_HAL_CAP,Capesize,Coal,10.62,18477,Synthetic (BDI benchmark)
2021-02-24,RUS_PAR_PAN,Panamax,Coal,23.09,12324,Synthetic (BDI benchmark)
2021-02-24,RUS_PAR_CAP,Capesize,Coal,21.91,16309,Synthetic (BDI benchmark)
2021-02-24,RUS_VIZ_PAN,Panamax,Coal,22.28,12956,Synthetic (BDI benchmark)
2021-02-24,RUS_VIZ_CAP,Capesize,Coal,23.02,19127,Synthetic (BDI benchmark)
2021-02-24,RUS_DHA_PAN,Panamax,Coal,26.19,11083,Synthetic (BDI benchmark)
2021-02-24,RUS_DHA_CAP,Capesize,Coal,23.19,15619,Synthetic (BDI benchmark)
2021-02-24,RUS_GAN_PAN,Panamax,Coal,22.81,11141,Synthetic (BDI benchmark)
2021-02-24,RUS_GAN_CAP,Capesize,Coal,20.87,16902,Synthetic (BDI benchmark)
2021-02-24,RUS_GOP_PAN,Panamax,Coal,20.18,14241,Synthetic (BDI benchmark)
2021-02-24,RUS_GOP_CAP,Capesize,Coal,22.69,19452,Synthetic (BDI benchmark)
2021-02-24,RUS_HAL_PAN,Panamax,Coal,24.92,9061,Synthetic (BDI benchmark)
2021-02-24,RUS_HAL_CAP,Capesize,Coal,22.71,17680,Synthetic (BDI benchmark)
2021-02-24,MOZ_PAR_PAN,Panamax,Coal,24.94,11197,Synthetic (BDI benchmark)
2021-02-24,MOZ_PAR_CAP,Capesize,Coal,19.67,16408,Synthetic (BDI benchmark)
2021-02-24,MOZ_VIZ_PAN,Panamax,Coal,20.66,12112,Synthetic (BDI benchmark)
2021-02-24,MOZ_VIZ_CAP,Capesize,Coal,20.67,16915,Synthetic (BDI benchmark)
2021-02-24,MOZ_DHA_PAN,Panamax,Coal,21.63,10017,Synthetic (BDI benchmark)
2021-02-24,MOZ_DHA_CAP,Capesize,Coal,20.8,19814,Synthetic (BDI benchmark)
2021-02-24,MOZ_GAN_PAN,Panamax,Coal,19.52,12870,Synthetic (BDI benchmark)
2021-02-24,MOZ_GAN_CAP,Capesize,Coal,21.66,19292,Synthetic (BDI benchmark)
2021-02-24,MOZ_GOP_PAN,Panamax,Coal,20.77,13243,Synthetic (BDI benchmark)
2021-02-24,MOZ_GOP_CAP,Capesize,Coal,18.68,16922,Synthetic (BDI benchmark)
2021-02-24,MOZ_HAL_PAN,Panamax,Coal,18.97,9120,Synthetic (BDI benchmark)
2021-02-24,MOZ_HAL_CAP,Capesize,Coal,22.0,16732,Synthetic (BDI benchmark)
2021-02-24,USA_PAR_PAN,Panamax,Coal,32.08,11346,Synthetic (BDI benchmark)
2021-02-24,USA_PAR_CAP,Capesize,Coal,31.63,17229,Synthetic (BDI benchmark)
2021-02-24,USA_VIZ_PAN,Panamax,Coal,32.48,10650,Synthetic (BDI benchmark)
2021-02-24,USA_VIZ_CAP,Capesize,Coal,36.79,19672,Synthetic (BDI benchmark)
2021-02-24,USA_DHA_PAN,Panamax,Coal,35.62,12275,Synthetic (BDI benchmark)
2021-02-24,USA_DHA_CAP,Capesize,Coal,33.98,15179,Synthetic (BDI benchmark)
2021-02-24,USA_GAN_PAN,Panamax,Coal,33.72,14898,Synthetic (BDI benchmark)
2021-02-24,USA_GAN_CAP,Capesize,Coal,33.11,16762,Synthetic (BDI benchmark)
2021-02-24,USA_GOP_PAN,Panamax,Coal,32.87,9960,Synthetic (BDI benchmark)
2021-02-24,USA_GOP_CAP,Capesize,Coal,31.91,19833,Synthetic (BDI benchmark)
2021-02-24,USA_HAL_PAN,Panamax,Coal,32.88,13579,Synthetic (BDI benchmark)
2021-02-24,USA_HAL_CAP,Capesize,Coal,34.1,17767,Synthetic (BDI benchmark)
2021-03-26,AUS_PAR_PAN,Panamax,Coal,15.6,10425,Synthetic (BDI benchmark)
2021-03-26,AUS_PAR_CAP,Capesize,Coal,17.84,16167,Synthetic (BDI benchmark)
2021-03-26,AUS_VIZ_PAN,Panamax,Coal,16.78,12704,Synthetic (BDI benchmark)
2021-03-26,AUS_VIZ_CAP,Capesize,Coal,14.3,16856,Synthetic (BDI benchmark)
2021-03-26,AUS_DHA_PAN,Panamax,Coal,14.68,13927,Synthetic (BDI benchmark)
2021-03-26,AUS_DHA_CAP,Capesize,Coal,17.76,18594,Synthetic (BDI benchmark)
2021-03-26,AUS_GAN_PAN,Panamax,Coal,15.45,9059,Synthetic (BDI benchmark)
2021-03-26,AUS_GAN_CAP,Capesize,Coal,17.41,16105,Synthetic (BDI benchmark)
2021-03-26,AUS_GOP_PAN,Panamax,Coal,17.46,13321,Synthetic (BDI benchmark)
2021-03-26,AUS_GOP_CAP,Capesize,Coal,16.04,16191,Synthetic (BDI benchmark)
2021-03-26,AUS_HAL_PAN,Panamax,Coal,14.25,13771,Synthetic (BDI benchmark)
2021-03-26,AUS_HAL_CAP,Capesize,Coal,16.55,19854,Synthetic (BDI benchmark)
2021-03-26,IND_PAR_PAN,Panamax,Coal,10.95,12755,Synthetic (BDI benchmark)
2021-03-26,IND_PAR_CAP,Capesize,Coal,10.06,16587,Synthetic (BDI benchmark)
2021-03-26,IND_VIZ_PAN,Panamax,Coal,9.69,11424,Synthetic (BDI benchmark)
2021-03-26,IND_VIZ_CAP,Capesize,Coal,11.58,16156,Synthetic (BDI benchmark)
2021-03-26,IND_DHA_PAN,Panamax,Coal,11.6,9294,Synthetic (BDI benchmark)
2021-03-26,IND_DHA_CAP,Capesize,Coal,10.49,19972,Synthetic (BDI benchmark)
2021-03-26,IND_GAN_PAN,Panamax,Coal,10.77,14299,Synthetic (BDI benchmark)
2021-03-26,IND_GAN_CAP,Capesize,Coal,9.15,17060,Synthetic (BDI benchmark)
2021-03-26,IND_GOP_PAN,Panamax,Coal,10.85,9196,Synthetic (BDI benchmark)
2021-03-26,IND_GOP_CAP,Capesize,Coal,9.69,18294,Synthetic (BDI benchmark)
2021-03-26,IND_HAL_PAN,Panamax,Coal,8.68,13545,Synthetic (BDI benchmark)
2021-03-26,IND_HAL_CAP,Capesize,Coal,12.13,16684,Synthetic (BDI benchmark)
2021-03-26,RUS_PAR_PAN,Panamax,Coal,24.55,11099,Synthetic (BDI benchmark)
2021-03-26,RUS_PAR_CAP,Capesize,Coal,23.49,18498,Synthetic (BDI benchmark)
2021-03-26,RUS_VIZ_PAN,Panamax,Coal,23.42,12887,Synthetic (BDI benchmark)
2021-03-26,RUS_VIZ_CAP,Capesize,Coal,19.46,19881,Synthetic (BDI benchmark)
2021-03-26,RUS_DHA_PAN,Panamax,Coal,21.36,10754,Synthetic (BDI benchmark)
2021-03-26,RUS_DHA_CAP,Capesize,Coal,21.47,16281,Synthetic (BDI benchmark)
2021-03-26,RUS_GAN_PAN,Panamax,Coal,24.79,11002,Synthetic (BDI benchmark)
2021-03-26,RUS_GAN_CAP,Capesize,Coal,25.93,18420,Synthetic (BDI benchmark)
2021-03-26,RUS_GOP_PAN,Panamax,Coal,25.91,13215,Synthetic (BDI benchmark)
2021-03-26,RUS_GOP_CAP,Capesize,Coal,24.05,15822,Synthetic (BDI benchmark)
2021-03-26,RUS_HAL_PAN,Panamax,Coal,26.98,11173,Synthetic (BDI benchmark)
2021-03-26,RUS_HAL_CAP,Capesize,Coal,18.99,19403,Synthetic (BDI benchmark)
2021-03-26,MOZ_PAR_PAN,Panamax,Coal,22.29,14528,Synthetic (BDI benchmark)
2021-03-26,MOZ_PAR_CAP,Capesize,Coal,21.17,17214,Synthetic (BDI benchmark)
2021-03-26,MOZ_VIZ_PAN,Panamax,Coal,22.07,13611,Synthetic (BDI benchmark)
2021-03-26,MOZ_VIZ_CAP,Capesize,Coal,19.95,19590,Synthetic (BDI benchmark)
2021-03-26,MOZ_DHA_PAN,Panamax,Coal,20.08,9802,Synthetic (BDI benchmark)
2021-03-26,MOZ_DHA_CAP,Capesize,Coal,17.94,17251,Synthetic (BDI benchmark)
2021-03-26,MOZ_GAN_PAN,Panamax,Coal,21.83,11036,Synthetic (BDI benchmark)
2021-03-26,MOZ_GAN_CAP,Capesize,Coal,22.38,15660,Synthetic (BDI benchmark)
2021-03-26,MOZ_GOP_PAN,Panamax,Coal,22.22,9134,Synthetic (BDI benchmark)
2021-03-26,MOZ_GOP_CAP,Capesize,Coal,23.24,17872,Synthetic (BDI benchmark)
2021-03-26,MOZ_HAL_PAN,Panamax,Coal,21.25,10209,Synthetic (BDI benchmark)
2021-03-26,MOZ_HAL_CAP,Capesize,Coal,20.37,18913,Synthetic (BDI benchmark)
2021-03-26,USA_PAR_PAN,Panamax,Coal,29.89,10309,Synthetic (BDI benchmark)
2021-03-26,USA_PAR_CAP,Capesize,Coal,32.59,19791,Synthetic (BDI benchmark)
2021-03-26,USA_VIZ_PAN,Panamax,Coal,33.09,10386,Synthetic (BDI benchmark)
2021-03-26,USA_VIZ_CAP,Capesize,Coal,36.66,19922,Synthetic (BDI benchmark)
2021-03-26,USA_DHA_PAN,Panamax,Coal,31.21,10560,Synthetic (BDI benchmark)
2021-03-26,USA_DHA_CAP,Capesize,Coal,34.02,17903,Synthetic (BDI benchmark)
2021-03-26,USA_GAN_PAN,Panamax,Coal,36.07,11730,Synthetic (BDI benchmark)
2021-03-26,USA_GAN_CAP,Capesize,Coal,32.87,15787,Synthetic (BDI benchmark)
2021-03-26,USA_GOP_PAN,Panamax,Coal,29.89,10205,Synthetic (BDI benchmark)
2021-03-26,USA_GOP_CAP,Capesize,Coal,31.31,18717,Synthetic (BDI benchmark)
2021-03-26,USA_HAL_PAN,Panamax,Coal,35.05,9233,Synthetic (BDI benchmark)
2021-03-26,USA_HAL_CAP,Capesize,Coal,29.65,19447,Synthetic (BDI benchmark)
2021-04-25,AUS_PAR_PAN,Panamax,Coal,15.22,9087,Synthetic (BDI benchmark)
2021-04-25,AUS_PAR_CAP,Capesize,Coal,14.89,18740,Synthetic (BDI benchmark)
2021-04-25,AUS_VIZ_PAN,Panamax,Coal,15.55,9603,Synthetic (BDI benchmark)
2021-04-25,AUS_VIZ_CAP,Capesize,Coal,17.94,19386,Synthetic (BDI benchmark)
2021-04-25,AUS_DHA_PAN,Panamax,Coal,15.07,12156,Synthetic (BDI benchmark)
2021-04-25,AUS_DHA_CAP,Capesize,Coal,15.77,17052,Synthetic (BDI benchmark)
2021-04-25,AUS_GAN_PAN,Panamax,Coal,14.09,9138,Synthetic (BDI benchmark)
2021-04-25,AUS_GAN_CAP,Capesize,Coal,15.66,16342,Synthetic (BDI benchmark)
2021-04-25,AUS_GOP_PAN,Panamax,Coal,16.67,9075,Synthetic (BDI benchmark)
2021-04-25,AUS_GOP_CAP,Capesize,Coal,16.77,19291,Synthetic (BDI benchmark)
2021-04-25,AUS_HAL_PAN,Panamax,Coal,16.35,9100,Synthetic (BDI benchmark)
2021-04-25,AUS_HAL_CAP,Capesize,Coal,19.33,19852,Synthetic (BDI benchmark)
2021-04-25,IND_PAR_PAN,Panamax,Coal,9.5,14736,Synthetic (BDI benchmark)
2021-04-25,IND_PAR_CAP,Capesize,Coal,12.58,18561,Synthetic (BDI benchmark)
2021-04-25,IND_VIZ_PAN,Panamax,Coal,10.31,9343,Synthetic (BDI benchmark)
2021-04-25,IND_VIZ_CAP,Capesize,Coal,9.91,15499,Synthetic (BDI benchmark)
2021-04-25,IND_DHA_PAN,Panamax,Coal,9.44,11818,Synthetic (BDI benchmark)
2021-04-25,IND_DHA_CAP,Capesize,Coal,11.06,16767,Synthetic (BDI benchmark)
2021-04-25,IND_GAN_PAN,Panamax,Coal,9.76,11000,Synthetic (BDI benchmark)
2021-04-25,IND_GAN_CAP,Capesize,Coal,12.16,15715,Synthetic (BDI benchmark)
2021-04-25,IND_GOP_PAN,Panamax,Coal,11.05,11603,Synthetic (BDI benchmark)
2021-04-25,IND_GOP_CAP,Capesize,Coal,9.88,17978,Synthetic (BDI benchmark)
2021-04-25,IND_HAL_PAN,Panamax,Coal,9.67,14182,Synthetic (BDI benchmark)
2021-04-25,IND_HAL_CAP,Capesize,Coal,9.91,19484,Synthetic (BDI benchmark)
2021-04-25,RUS_PAR_PAN,Panamax,Coal,22.59,9705,Synthetic (BDI benchmark)
