date,port_or_region,fuel_type,price,currency
14-02-2023,Fujairah,MGO,810.23,USD
14-02-2023,Rotterdam,IFO380,416.57,USD
14-02-2023,Rotterdam,VLSFO,583.45,USD
14-02-2023,Rotterdam,MGO,848.23,USD
14-02-2023,Houston,IFO380,383.78,USD
14-02-2023,Houston,VLSFO,545.14,USD
14-02-2023,Houston,MGO,794.21,USD
14-02-2023,Durban,IFO380,421.35,USD
14-02-2023,Durban,VLSFO,609.8,USD
14-02-2023,Durban,MGO,879.23,USD
16-03-2023,Singapore,IFO380,389.25,USD
16-03-2023,Singapore,VLSFO,564.72,USD
16-03-2023,Singapore,MGO,824.35,USD
16-03-2023,Fujairah,IFO380,391.36,USD
16-03-2023,Fujairah,VLSFO,557.33,USD
16-03-2023,Fujairah,MGO,822.64,USD
16-03-2023,Rotterdam,IFO380,383.49,USD
16-03-2023,Rotterdam,VLSFO,565.31,USD
16-03-2023,Rotterdam,MGO,814.13,USD
16-03-2023,Houston,IFO380,374,USD
16-03-2023,Houston,VLSFO,530.2,USD
16-03-2023,Houston,MGO,763.99,USD
16-03-2023,Durban,IFO380,410.76,USD
16-03-2023,Durban,VLSFO,583.17,USD
16-03-2023,Durban,MGO,841.23,USD
15-04-2023,Singapore,IFO380,403.49,USD
15-04-2023,Singapore,VLSFO,577.96,USD
15-04-2023,Singapore,MGO,842.74,USD
15-04-2023,Fujairah,IFO380,394.06,USD
15-04-2023,Fujairah,VLSFO,560.24,USD
15-04-2023,Fujairah,MGO,815.86,USD
15-04-2023,Rotterdam,IFO380,412.45,USD
15-04-2023,Rotterdam,VLSFO,578.58,USD
15-04-2023,Rotterdam,MGO,846.12,USD
15-04-2023,Houston,IFO380,389.25,USD
15-04-2023,Houston,VLSFO,555.08,USD
15-04-2023,Houston,MGO,804.25,USD
15-04-2023,Durban,IFO380,436.3,USD
15-04-2023,Durban,VLSFO,614.57,USD
15-04-2023,Durban,MGO,894.25,USD
15-05-2023,Singapore,IFO380,430.12,USD
15-05-2023,Singapore,VLSFO,601.46,USD
15-05-2023,Singapore,MGO,886.85,USD
15-05-2023,Fujairah,IFO380,407.48,USD
15-05-2023,Fujairah,VLSFO,592.84,USD
15-05-2023,Fujairah,MGO,854.79,USD
15-05-2023,Rotterdam,IFO380,438.03,USD
15-05-2023,Rotterdam,VLSFO,628.63,USD
15-05-2023,Rotterdam,MGO,902.76,USD
15-05-2023,Houston,IFO380,391.71,USD
15-05-2023,Houston,VLSFO,570.56,USD
15-05-2023,Houston,MGO,841.07,USD
15-05-2023,Durban,IFO380,456.32,USD
15-05-2023,Durban,VLSFO,644.98,USD
15-05-2023,Durban,MGO,940.54,USD
14-06-2023,Singapore,IFO380,411.37,USD
14-06-2023,Singapore,VLSFO,601.95,USD
14-06-2023,Singapore,MGO,869.38,USD
14-06-2023,Fujairah,IFO380,407.88,USD
14-06-2023,Fujairah,VLSFO,583.33,USD
14-06-2023,Fujairah,MGO,832.37,USD
14-06-2023,Rotterdam,IFO380,424.72,USD
14-06-2023,Rotterdam,VLSFO,607.61,USD
14-06-2023,Rotterdam,MGO,885.16,USD
14-06-2023,Houston,IFO380,413.76,USD
14-06-2023,Houston,VLSFO,584.22,USD
14-06-2023,Houston,MGO,853.87,USD
14-06-2023,Durban,IFO380,456.62,USD
14-06-2023,Durban,VLSFO,645.95,USD
14-06-2023,Durban,MGO,932.4,USD
14-07-2023,Singapore,IFO380,433.59,USD
14-07-2023,Singapore,VLSFO,620.18,USD
14-07-2023,Singapore,MGO,897.88,USD
14-07-2023,Fujairah,IFO380,422.58,USD
14-07-2023,Fujairah,VLSFO,612.78,USD
14-07-2023,Fujairah,MGO,882.08,USD
14-07-2023,Rotterdam,IFO380,451.18,USD
14-07-2023,Rotterdam,VLSFO,656.41,USD
14-07-2023,Rotterdam,MGO,942.91,USD
14-07-2023,Houston,IFO380,405.47,USD
14-07-2023,Houston,VLSFO,581.42,USD
14-07-2023,Houston,MGO,847.47,USD
14-07-2023,Durban,IFO380,455.2,USD
14-07-2023,Durban,VLSFO,654.29,USD
14-07-2023,Durban,MGO,961.71,USD
13-08-2023,Singapore,IFO380,432.74,USD
13-08-2023,Singapore,VLSFO,615.24,USD
13-08-2023,Singapore,MGO,892.6,USD
13-08-2023,Fujairah,IFO380,412.73,USD
13-08-2023,Fujairah,VLSFO,595.89,USD
13-08-2023,Fujairah,MGO,855.53,USD
13-08-2023,Rotterdam,IFO380,441.76,USD
13-08-2023,Rotterdam,VLSFO,624.52,USD
13-08-2023,Rotterdam,MGO,917.81,USD
13-08-2023,Houston,IFO380,392.19,USD
13-08-2023,Houston,VLSFO,571.63,USD
13-08-2023,Houston,MGO,833.84,USD
13-08-2023,Durban,IFO380,458.2,USD
13-08-2023,Durban,VLSFO,662.16,USD
13-08-2023,Durban,MGO,953.64,USD
12-09-2023,Singapore,IFO380,417.15,USD
12-09-2023,Singapore,VLSFO,592.22,USD
12-09-2023,Singapore,MGO,845.48,USD
12-09-2023,Fujairah,IFO380,419.32,USD
12-09-2023,Fujairah,VLSFO,586.67,USD
12-09-2023,Fujairah,MGO,856.68,USD
12-09-2023,Rotterdam,IFO380,430.27,USD
12-09-2023,Rotterdam,VLSFO,610.62,USD
12-09-2023,Rotterdam,MGO,884.55,USD
12-09-2023,Houston,IFO380,402.64,USD
12-09-2023,Houston,VLSFO,568.99,USD
12-09-2023,Houston,MGO,819.67,USD
12-09-2023,Durban,IFO380,429.42,USD
12-09-2023,Durban,VLSFO,638.4,USD
12-09-2023,Durban,MGO,908.58,USD
12-10-2023,Singapore,IFO380,415.78,USD
12-10-2023,Singapore,VLSFO,596.79,USD
12-10-2023,Singapore,MGO,879.82,USD
12-10-2023,Fujairah,IFO380,413.88,USD
12-10-2023,Fujairah,VLSFO,588.6,USD
12-10-2023,Fujairah,MGO,856.6,USD
12-10-2023,Rotterdam,IFO380,429.66,USD
12-10-2023,Rotterdam,VLSFO,626.94,USD
12-10-2023,Rotterdam,MGO,900.33,USD
12-10-2023,Houston,IFO380,395.13,USD
12-10-2023,Houston,VLSFO,573.53,USD
12-10-2023,Houston,MGO,828.01,USD
12-10-2023,Durban,IFO380,444.09,USD
12-10-2023,Durban,VLSFO,635.62,USD
12-10-2023,Durban,MGO,935.97,USD
11-11-2023,Singapore,IFO380,420.97,USD
11-11-2023,Singapore,VLSFO,602.43,USD
11-11-2023,Singapore,MGO,868.98,USD
11-11-2023,Fujairah,IFO380,406.62,USD
11-11-2023,Fujairah,VLSFO,582,USD
11-11-2023,Fujairah,MGO,844.09,USD
11-11-2023,Rotterdam,IFO380,434.57,USD
11-11-2023,Rotterdam,VLSFO,623.38,USD
11-11-2023,Rotterdam,MGO,899.16,USD
11-11-2023,Houston,IFO380,390.97,USD
11-11-2023,Houston,VLSFO,576.47,USD
11-11-2023,Houston,MGO,832.64,USD
11-11-2023,Durban,IFO380,434.75,USD
11-11-2023,Durban,VLSFO,650.11,USD
11-11-2023,Durban,MGO,929.71,USD
11-12-2023,Singapore,IFO380,411.63,USD
11-12-2023,Singapore,VLSFO,597.93,USD
11-12-2023,Singapore,MGO,857.12,USD
11-12-2023,Fujairah,IFO380,410.45,USD
11-12-2023,Fujairah,VLSFO,571.92,USD
11-12-2023,Fujairah,MGO,831.7,USD
11-12-2023,Rotterdam,IFO380,432.51,USD
11-12-2023,Rotterdam,VLSFO,614.93,USD
11-12-2023,Rotterdam,MGO,892.96,USD
11-12-2023,Houston,IFO380,408.86,USD
11-12-2023,Houston,VLSFO,585.31,USD
11-12-2023,Houston,MGO,853.83,USD
11-12-2023,Durban,IFO380,450.58,USD
11-12-2023,Durban,VLSFO,637.77,USD
11-12-2023,Durban,MGO,914.2,USD
10-01-2024,Singapore,IFO380,398.54,USD
10-01-2024,Singapore,VLSFO,578.74,USD
10-01-2024,Singapore,MGO,832.89,USD
10-01-2024,Fujairah,IFO380,390.79,USD
10-01-2024,Fujairah,VLSFO,557.21,USD
10-01-2024,Fujairah,MGO,808.62,USD
10-01-2024,Rotterdam,IFO380,421.76,USD
10-01-2024,Rotterdam,VLSFO,598.3,USD
10-01-2024,Rotterdam,MGO,874.74,USD
10-01-2024,Houston,IFO380,382.03,USD
10-01-2024,Houston,VLSFO,556.92,USD
10-01-2024,Houston,MGO,808.28,USD
10-01-2024,Durban,IFO380,426.05,USD
10-01-2024,Durban,VLSFO,598.21,USD
10-01-2024,Durban,MGO,869.03,USD
09-02-2024,Singapore,IFO380,404.46,USD
09-02-2024,Singapore,VLSFO,573.3,USD
09-02-2024,Singapore,MGO,829,USD
09-02-2024,Fujairah,IFO380,400.58,USD
09-02-2024,Fujairah,VLSFO,574.34,USD
09-02-2024,Fujairah,MGO,825.63,USD
09-02-2024,Rotterdam,IFO380,406.62,USD
09-02-2024,Rotterdam,VLSFO,596.9,USD
09-02-2024,Rotterdam,MGO,862.04,USD
09-02-2024,Houston,IFO380,396.31,USD
09-02-2024,Houston,VLSFO,554,USD
09-02-2024,Houston,MGO,795.65,USD
09-02-2024,Durban,IFO380,423.37,USD
09-02-2024,Durban,VLSFO,582.89,USD
09-02-2024,Durban,MGO,843.38,USD
10-03-2024,Singapore,IFO380,400.64,USD
10-03-2024,Singapore,VLSFO,560.46,USD
10-03-2024,Singapore,MGO,808.02,USD
10-03-2024,Fujairah,IFO380,383.65,USD
10-03-2024,Fujairah,VLSFO,545.01,USD
10-03-2024,Fujairah,MGO,787.55,USD
10-03-2024,Rotterdam,IFO380,396.02,USD
10-03-2024,Rotterdam,VLSFO,563.17,USD
10-03-2024,Rotterdam,MGO,819.29,USD
10-03-2024,Houston,IFO380,358.81,USD
10-03-2024,Houston,VLSFO,509.34,USD
10-03-2024,Houston,MGO,737.65,USD
10-03-2024,Durban,IFO380,415.42,USD
10-03-2024,Durban,VLSFO,587.18,USD
10-03-2024,Durban,MGO,836.67,USD
09-04-2024,Singapore,IFO380,397.58,USD
09-04-2024,Singapore,VLSFO,557.33,USD
09-04-2024,Singapore,MGO,812.47,USD
09-04-2024,Fujairah,IFO380,386.95,USD
09-04-2024,Fujairah,VLSFO,560.12,USD
09-04-2024,Fujairah,MGO,803.56,USD
09-04-2024,Rotterdam,IFO380,406.76,USD
09-04-2024,Rotterdam,VLSFO,572.43,USD
09-04-2024,Rotterdam,MGO,841.9,USD
09-04-2024,Houston,IFO380,383.81,USD
09-04-2024,Houston,VLSFO,545.25,USD
09-04-2024,Houston,MGO,797.49,USD
09-04-2024,Durban,IFO380,419.59,USD
09-04-2024,Durban,VLSFO,602.97,USD
09-04-2024,Durban,MGO,876.85,USD
09-05-2024,Singapore,IFO380,408.17,USD
09-05-2024,Singapore,VLSFO,580.01,USD
09-05-2024,Singapore,MGO,841.11,USD
09-05-2024,Fujairah,IFO380,401.49,USD
09-05-2024,Fujairah,VLSFO,556.08,USD
09-05-2024,Fujairah,MGO,809.37,USD
09-05-2024,Rotterdam,IFO380,419.95,USD
09-05-2024,Rotterdam,VLSFO,592.35,USD
09-05-2024,Rotterdam,MGO,868.11,USD
09-05-2024,Houston,IFO380,389.08,USD
09-05-2024,Houston,VLSFO,550.49,USD
09-05-2024,Houston,MGO,815.93,USD
09-05-2024,Durban,IFO380,425.47,USD
09-05-2024,Durban,VLSFO,608.13,USD
09-05-2024,Durban,MGO,880.6,USD
08-06-2024,Singapore,IFO380,390.28,USD
08-06-2024,Singapore,VLSFO,558.64,USD
08-06-2024,Singapore,MGO,808.89,USD
08-06-2024,Fujairah,IFO380,399.64,USD
08-06-2024,Fujairah,VLSFO,552.9,USD
08-06-2024,Fujairah,MGO,796.72,USD
08-06-2024,Rotterdam,IFO380,415.8,USD
08-06-2024,Rotterdam,VLSFO,572.35,USD
08-06-2024,Rotterdam,MGO,844.41,USD
08-06-2024,Houston,IFO380,382.66,USD
08-06-2024,Houston,VLSFO,552.89,USD
08-06-2024,Houston,MGO,808.16,USD
08-06-2024,Durban,IFO380,411.53,USD
08-06-2024,Durban,VLSFO,587.03,USD
08-06-2024,Durban,MGO,848.48,USD
08-07-2024,Singapore,IFO380,386.98,USD
08-07-2024,Singapore,VLSFO,561.71,USD
08-07-2024,Singapore,MGO,809.66,USD
08-07-2024,Fujairah,IFO380,381.28,USD
08-07-2024,Fujairah,VLSFO,557.12,USD
08-07-2024,Fujairah,MGO,810.91,USD
08-07-2024,Rotterdam,IFO380,397.01,USD
08-07-2024,Rotterdam,VLSFO,569.4,USD
08-07-2024,Rotterdam,MGO,811.25,USD
08-07-2024,Houston,IFO380,391.46,USD
08-07-2024,Houston,VLSFO,553.41,USD
08-07-2024,Houston,MGO,806.2,USD
08-07-2024,Durban,IFO380,423.87,USD
08-07-2024,Durban,VLSFO,607.14,USD
08-07-2024,Durban,MGO,871.7,USD
07-08-2024,Singapore,IFO380,384.45,USD
07-08-2024,Singapore,VLSFO,558.87,USD
07-08-2024,Singapore,MGO,805.58,USD
07-08-2024,Fujairah,IFO380,385.57,USD
07-08-2024,Fujairah,VLSFO,546.35,USD
07-08-2024,Fujairah,MGO,789.53,USD
07-08-2024,Rotterdam,IFO380,394.07,USD
07-08-2024,Rotterdam,VLSFO,570.07,USD
07-08-2024,Rotterdam,MGO,820.41,USD
07-08-2024,Houston,IFO380,390.13,USD
07-08-2024,Houston,VLSFO,555.29,USD
07-08-2024,Houston,MGO,802.2,USD
07-08-2024,Durban,IFO380,414.43,USD
07-08-2024,Durban,VLSFO,595.96,USD
07-08-2024,Durban,MGO,865.78,USD
06-09-2024,Singapore,IFO380,368.72,USD
06-09-2024,Singapore,VLSFO,528.91,USD
06-09-2024,Singapore,MGO,780.62,USD
06-09-2024,Fujairah,IFO380,354.94,USD
06-09-2024,Fujairah,VLSFO,523.98,USD
06-09-2024,Fujairah,MGO,772.48,USD
06-09-2024,Rotterdam,IFO380,394.2,USD
06-09-2024,Rotterdam,VLSFO,557.47,USD
06-09-2024,Rotterdam,MGO,807.27,USD
06-09-2024,Houston,IFO380,367.23,USD
06-09-2024,Houston,VLSFO,527.76,USD
06-09-2024,Houston,MGO,765.62,USD
06-09-2024,Durban,IFO380,401.68,USD
06-09-2024,Durban,VLSFO,566.05,USD
06-09-2024,Durban,MGO,817.25,USD
06-10-2024,Singapore,IFO380,361.83,USD
06-10-2024,Singapore,VLSFO,523.43,USD
06-10-2024,Singapore,MGO,758.75,USD
06-10-2024,Fujairah,IFO380,364.48,USD
06-10-2024,Fujairah,VLSFO,517.19,USD
06-10-2024,Fujairah,MGO,754.98,USD
06-10-2024,Rotterdam,IFO380,386.54,USD
06-10-2024,Rotterdam,VLSFO,548.25,USD
06-10-2024,Rotterdam,MGO,787.03,USD
06-10-2024,Houston,IFO380,342.01,USD
06-10-2024,Houston,VLSFO,488.33,USD
06-10-2024,Houston,MGO,710.49,USD
06-10-2024,Durban,IFO380,388.96,USD
06-10-2024,Durban,VLSFO,551.58,USD
06-10-2024,Durban,MGO,803.13,USD
05-11-2024,Singapore,IFO380,354.78,USD
05-11-2024,Singapore,VLSFO,517.18,USD
05-11-2024,Singapore,MGO,754.49,USD
05-11-2024,Fujairah,IFO380,354.17,USD
05-11-2024,Fujairah,VLSFO,507.79,USD
05-11-2024,Fujairah,MGO,734.73,USD
05-11-2024,Rotterdam,IFO380,381.42,USD
05-11-2024,Rotterdam,VLSFO,534.84,USD
05-11-2024,Rotterdam,MGO,772.63,USD
05-11-2024,Houston,IFO380,344.86,USD
05-11-2024,Houston,VLSFO,493.27,USD
05-11-2024,Houston,MGO,718.51,USD
05-11-2024,Durban,IFO380,387.39,USD
05-11-2024,Durban,VLSFO,555.13,USD
05-11-2024,Durban,MGO,809.56,USD
05-12-2024,Singapore,IFO380,351.11,USD
05-12-2024,Singapore,VLSFO,501.98,USD
05-12-2024,Singapore,MGO,748.29,USD
05-12-2024,Fujairah,IFO380,339.64,USD
05-12-2024,Fujairah,VLSFO,482.12,USD
05-12-2024,Fujairah,MGO,695.05,USD
05-12-2024,Rotterdam,IFO380,372.39,USD
05-12-2024,Rotterdam,VLSFO,524.26,USD
05-12-2024,Rotterdam,MGO,747.98,USD
05-12-2024,Houston,IFO380,339.27,USD
05-12-2024,Houston,VLSFO,475.96,USD
05-12-2024,Houston,MGO,699.81,USD
05-12-2024,Durban,IFO380,378.61,USD
05-12-2024,Durban,VLSFO,537.22,USD
05-12-2024,Durban,MGO,772.43,USD
04-01-2025,Singapore,IFO380,363.89,USD
04-01-2025,Singapore,VLSFO,520.86,USD
04-01-2025,Singapore,MGO,749.8,USD
04-01-2025,Fujairah,IFO380,345.86,USD
04-01-2025,Fujairah,VLSFO,499.72,USD
04-01-2025,Fujairah,MGO,735.86,USD
04-01-2025,Rotterdam,IFO380,353.73,USD
04-01-2025,Rotterdam,VLSFO,522.74,USD
04-01-2025,Rotterdam,MGO,748.18,USD
04-01-2025,Houston,IFO380,346.72,USD
04-01-2025,Houston,VLSFO,485.46,USD
04-01-2025,Houston,MGO,718.39,USD
04-01-2025,Durban,IFO380,383.54,USD
04-01-2025,Durban,VLSFO,560.02,USD
04-01-2025,Durban,MGO,795.89,USD
03-02-2025,Singapore,IFO380,352.96,USD
03-02-2025,Singapore,VLSFO,507.3,USD
03-02-2025,Singapore,MGO,737.41,USD
03-02-2025,Fujairah,IFO380,337.77,USD
03-02-2025,Fujairah,VLSFO,489.76,USD
03-02-2025,Fujairah,MGO,703.41,USD
03-02-2025,Rotterdam,IFO380,372.17,USD
03-02-2025,Rotterdam,VLSFO,529.23,USD
03-02-2025,Rotterdam,MGO,770.62,USD
03-02-2025,Houston,IFO380,322.02,USD
03-02-2025,Houston,VLSFO,471.76,USD
03-02-2025,Houston,MGO,673.15,USD
03-02-2025,Durban,IFO380,364.61,USD
03-02-2025,Durban,VLSFO,521.78,USD
03-02-2025,Durban,MGO,754.01,USD
05-03-2025,Singapore,IFO380,359.08,USD
05-03-2025,Singapore,VLSFO,512.69,USD
05-03-2025,Singapore,MGO,760.65,USD
05-03-2025,Fujairah,IFO380,348.67,USD
05-03-2025,Fujairah,VLSFO,505.21,USD
05-03-2025,Fujairah,MGO,728.18,USD
05-03-2025,Rotterdam,IFO380,383.14,USD
05-03-2025,Rotterdam,VLSFO,529.3,USD
05-03-2025,Rotterdam,MGO,776.78,USD
05-03-2025,Houston,IFO380,345.99,USD
05-03-2025,Houston,VLSFO,498.47,USD
05-03-2025,Houston,MGO,716.97,USD
05-03-2025,Durban,IFO380,389.33,USD
05-03-2025,Durban,VLSFO,547.07,USD
05-03-2025,Durban,MGO,790.33,USD
04-04-2025,Singapore,IFO380,327.89,USD
04-04-2025,Singapore,VLSFO,490.69,USD
04-04-2025,Singapore,MGO,692.96,USD
04-04-2025,Fujairah,IFO380,332.8,USD
04-04-2025,Fujairah,VLSFO,478.64,USD
04-04-2025,Fujairah,MGO,697.14,USD
04-04-2025,Rotterdam,IFO380,354.88,USD
04-04-2025,Rotterdam,VLSFO,510.47,USD
04-04-2025,Rotterdam,MGO,742.85,USD
04-04-2025,Houston,IFO380,335.07,USD
04-04-2025,Houston,VLSFO,469.16,USD
04-04-2025,Houston,MGO,681.84,USD
04-04-2025,Durban,IFO380,373.15,USD
04-04-2025,Durban,VLSFO,525.41,USD
04-04-2025,Durban,MGO,753.01,USD
04-05-2025,Singapore,IFO380,339.62,USD
04-05-2025,Singapore,VLSFO,487.71,USD
04-05-2025,Singapore,MGO,713.76,USD
04-05-2025,Fujairah,IFO380,340.55,USD
04-05-2025,Fujairah,VLSFO,487.58,USD
04-05-2025,Fujairah,MGO,715.41,USD
04-05-2025,Rotterdam,IFO380,365.96,USD
04-05-2025,Rotterdam,VLSFO,506.48,USD
04-05-2025,Rotterdam,MGO,720.54,USD
04-05-2025,Houston,IFO380,333.67,USD
04-05-2025,Houston,VLSFO,479.11,USD
04-05-2025,Houston,MGO,691.27,USD
04-05-2025,Durban,IFO380,354.58,USD
04-05-2025,Durban,VLSFO,514.45,USD
04-05-2025,Durban,MGO,742.06,USD
03-06-2025,Singapore,IFO380,344.56,USD
03-06-2025,Singapore,VLSFO,494.7,USD
03-06-2025,Singapore,MGO,710,USD
03-06-2025,Fujairah,IFO380,333.54,USD
03-06-2025,Fujairah,VLSFO,478.09,USD
03-06-2025,Fujairah,MGO,682.64,USD
03-06-2025,Rotterdam,IFO380,353.61,USD
03-06-2025,Rotterdam,VLSFO,501.91,USD
03-06-2025,Rotterdam,MGO,736.21,USD
03-06-2025,Houston,IFO380,331.71,USD
03-06-2025,Houston,VLSFO,467.33,USD
03-06-2025,Houston,MGO,680.15,USD
03-06-2025,Durban,IFO380,367.89,USD
03-06-2025,Durban,VLSFO,535.13,USD
03-06-2025,Durban,MGO,763.52,USD
03-07-2025,Singapore,IFO380,334.71,USD
03-07-2025,Singapore,VLSFO,465.83,USD
03-07-2025,Singapore,MGO,673.11,USD
03-07-2025,Fujairah,IFO380,321.36,USD
03-07-2025,Fujairah,VLSFO,447.86,USD
03-07-2025,Fujairah,MGO,667.95,USD
03-07-2025,Rotterdam,IFO380,336.35,USD
03-07-2025,Rotterdam,VLSFO,485.35,USD
03-07-2025,Rotterdam,MGO,706.85,USD
03-07-2025,Houston,IFO380,333.53,USD
03-07-2025,Houston,VLSFO,471.94,USD
03-07-2025,Houston,MGO,681.92,USD
03-07-2025,Durban,IFO380,351.55,USD
03-07-2025,Durban,VLSFO,502.87,USD
03-07-2025,Durban,MGO,733.89,USD
02-08-2025,Singapore,IFO380,332.54,USD
02-08-2025,Singapore,VLSFO,481.08,USD
02-08-2025,Singapore,MGO,699.26,USD
02-08-2025,Fujairah,IFO380,336.63,USD
02-08-2025,Fujairah,VLSFO,465.79,USD
02-08-2025,Fujairah,MGO,680.85,USD
02-08-2025,Rotterdam,IFO380,331.74,USD
02-08-2025,Rotterdam,VLSFO,486.92,USD
02-08-2025,Rotterdam,MGO,705.78,USD
02-08-2025,Houston,IFO380,333.73,USD
02-08-2025,Houston,VLSFO,468.16,USD
02-08-2025,Houston,MGO,695.89,USD
02-08-2025,Durban,IFO380,367.11,USD
02-08-2025,Durban,VLSFO,519.38,USD
02-08-2025,Durban,MGO,748.66,USD
01-09-2025,Singapore,IFO380,343.7,USD
01-09-2025,Singapore,VLSFO,490.76,USD
01-09-2025,Singapore,MGO,709.93,USD
01-09-2025,Fujairah,IFO380,325.03,USD
01-09-2025,Fujairah,VLSFO,472.89,USD
01-09-2025,Fujairah,MGO,674.26,USD
01-09-2025,Rotterdam,IFO380,351.31,USD
01-09-2025,Rotterdam,VLSFO,501.07,USD
01-09-2025,Rotterdam,MGO,719.68,USD
01-09-2025,Houston,IFO380,326.44,USD
01-09-2025,Houston,VLSFO,465.47,USD
01-09-2025,Houston,MGO,664.48,USD
01-09-2025,Durban,IFO380,368.88,USD
01-09-2025,Durban,VLSFO,520.95,USD
01-09-2025,Durban,MGO,743.01,USD
01-10-2025,Singapore,IFO380,321.56,USD
01-10-2025,Singapore,VLSFO,452.03,USD
01-10-2025,Singapore,MGO,663.05,USD
01-10-2025,Fujairah,IFO380,325.2,USD
01-10-2025,Fujairah,VLSFO,455.41,USD
01-10-2025,Fujairah,MGO,659.7,USD
01-10-2025,Rotterdam,IFO380,321.73,USD
01-10-2025,Rotterdam,VLSFO,464.62,USD
01-10-2025,Rotterdam,MGO,677.22,USD
01-10-2025,Houston,IFO380,309.98,USD
01-10-2025,Houston,VLSFO,454.53,USD
01-10-2025,Houston,MGO,648.79,USD
01-10-2025,Durban,IFO380,337.17,USD
01-10-2025,Durban,VLSFO,477.31,USD
01-10-2025,Durban,MGO,711.46,USD
31-10-2025,Singapore,IFO380,331.72,USD
31-10-2025,Singapore,VLSFO,476.17,USD
31-10-2025,Singapore,MGO,693.15,USD
31-10-2025,Fujairah,IFO380,313.13,USD
31-10-2025,Fujairah,VLSFO,454.29,USD
31-10-2025,Fujairah,MGO,646.58,USD
31-10-2025,Rotterdam,IFO380,335,USD
31-10-2025,Rotterdam,VLSFO,490.13,USD
31-10-2025,Rotterdam,MGO,707.77,USD
31-10-2025,Houston,IFO380,313.61,USD
31-10-2025,Houston,VLSFO,436.76,USD
31-10-2025,Houston,MGO,632.7,USD
31-10-2025,Durban,IFO380,356.98,USD
31-10-2025,Durban,VLSFO,497.71,USD
31-10-2025,Durban,MGO,727.94,USD
